Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
47, 162.33, 681.30, 1018, 921664, 79.26
48, 165.78, 695.62, 1039, 938048, 72.28
49, 168.80, 711.23, 1060, 953058, 73.03
50, 171.42, 723.80, 1081, 967962, 85.29
51, 175.14, 743.20, 1102, 988719, -23.60
52, 178.59, 754.13, 1123, 1003430, 83.57
53, 182.64, 766.82, 1144, 1024409, -14.35
54, 186.27, 781.94, 1165, 1040643, 81.89
55, 189.02, 795.29, 1186, 1055246, 76.80
56, 191.53, 807.11, 1207, 1068532, 87.21
57, 194.38, 822.20, 1228, 1084623, 82.31
58, 197.23, 836.80, 1249, 1099914, 82.37
59, 200.38, 855.86, 1270, 1120460, -24.05
60, 204.55, 873.51, 1291, 1141439, -22.84
61, 208.64, 889.38, 1312, 1162418, -17.13
62, 212.64, 905.96, 1333, 1183397, -16.76
63, 216.23, 922.49, 1354, 1197826, 81.30
64, 218.81, 937.46, 1375, 1212984, 77.20
65, 222.55, 954.64, 1396, 1228837, 69.54
66, 225.91, 969.00, 1417, 1249548, -25.27
67, 229.50, 989.90, 1438, 1265035, 78.93
68, 233.16, 1007.70, 1459, 1280454, 72.33
69, 236.62, 1021.05, 1480, 1301155, -17.94
70, 240.23, 1037.39, 1501, 1317514, 76.32
71, 243.11, 1049.80, 1522, 1332006, 80.28
72, 246.62, 1068.61, 1543, 1352733, -17.51
73, 250.41, 1084.97, 1564, 1369885, 61.16
74, 253.95, 1102.59, 1585, 1384551, 81.78
75, 257.89, 1121.98, 1606, 1405480, -15.96
76, 261.53, 1139.17, 1627, 1420844, 74.02
77, 264.55, 1154.28, 1648, 1435751, 85.45
78, 267.55, 1179.36, 1669, 1456282, -23.85
79, 271.06, 1197.78, 1690, 1471830, 76.29
80, 274.17, 1218.93, 1711, 1492401, -16.66
81, 278.14, 1240.03, 1732, 1513380, -17.96
82, 282.28, 1262.89, 1753, 1534359, -19.27
83, 286.47, 1278.50, 1774, 1555338, -17.15
84, 290.08, 1295.58, 1795, 1569845, 34.96
85, 292.77, 1310.22, 1816, 1585035, 72.79
86, 295.41, 1321.47, 1837, 1600783, 71.93
87, 298.03, 1340.77, 1858, 1616740, 80.27
88, 302.00, 1359.27, 1879, 1637719, -18.42
89, 305.47, 1379.26, 1900, 1651602, 87.50
90, 308.77, 1392.68, 1921, 1672235, -27.64
91, 312.89, 1413.58, 1942, 1693214, -13.53
92, 316.59, 1428.10, 1963, 1706938, 64.82
93, 319.86, 1451.42, 1984, 1727470, -17.50
94, 323.41, 1472.44, 2005, 1742587, 69.47
95, 326.55, 1486.94, 2026, 1763083, -21.68
96, 330.72, 1507.74, 2047, 1777304, 82.41
97, 333.92, 1532.05, 2068, 1797841, -18.95
98, 338.33, 1554.33, 2089, 1812961, 76.25
99, 341.89, 1570.12, 2110, 1828243, 74.26
100, 345.73, 1588.50, 2131, 1848774, -22.12
101, 350.72, 1617.89, 2152, 1863681, 60.56
102, 355.16, 1636.98, 2173, 1878617, 63.15
103, 359.47, 1654.78, 2194, 1893672, 90.70
104, 363.61, 1677.34, 2215, 1914332, -11.90
105, 368.59, 1692.97, 2236, 1929837, 74.41
106, 372.42, 1704.82, 2257, 1945256, 77.51
107, 375.58, 1731.55, 2278, 1961176, 71.21
108, 381.52, 1750.44, 2299, 1982155, -15.84
109, 386.95, 1766.80, 2320, 1997307, 71.64
110, 392.03, 1784.45, 2341, 2012539, 76.84
111, 396.98, 1806.05, 2362, 2028540, 54.53
112, 400.81, 1823.41, 2383, 2048968, -17.99
113, 405.83, 1841.94, 2404, 2063795, 85.88
114, 409.38, 1860.47, 2425, 2078184, 87.90
115, 413.20, 1882.17, 2446, 2094183, 74.09
116, 420.34, 1901.45, 2467, 2115162, -19.56
117, 429.88, 1920.45, 2488, 2130818, 79.57
118, 435.72, 1932.50, 2509, 2151498, -16.48
119, 442.94, 1948.78, 2530, 2167348, 77.41
120, 447.34, 1969.22, 2551, 2180538, 95.31
121, 452.34, 1981.30, 2572, 2201062, -14.47
122, 459.11, 1994.00, 2593, 2215822, 89.18
123, 463.58, 2008.98, 2614, 2230503, 90.12
124, 468.28, 2033.89, 2635, 2245745, 85.24
125, 473.52, 2049.21, 2656, 2266231, -11.96
126, 480.02, 2068.78, 2677, 2281025, 84.49
127, 485.92, 2084.70, 2698, 2301600, -14.11
128, 491.69, 2108.44, 2719, 2317750, 68.47
129, 496.69, 2124.13, 2740, 2338227, -15.35
130, 502.22, 2137.93, 2761, 2359206, -16.16
131, 507.34, 2151.17, 2782, 2374894, 84.62
132, 511.83, 2168.94, 2803, 2395493, -14.36
133, 517.20, 2182.21, 2824, 2410079, 89.16
134, 520.92, 2194.16, 2845, 2423503, 95.73
135, 524.62, 2210.33, 2866, 2439518, 79.68
136, 531.30, 2235.13, 2887, 2460497, -10.71
137, 539.05, 2253.49, 2908, 2481476, -15.27
138, 545.80, 2267.04, 2929, 2494975, 89.69
139, 553.69, 2289.48, 2950, 2515954, -13.75
140, 561.36, 2304.60, 2971, 2536933, -15.29
141, 567.33, 2318.49, 2992, 2551888, 74.80
142, 572.59, 2335.12, 3013, 2567228, 79.50
143, 576.97, 2350.06, 3034, 2587707, -15.78
144, 582.45, 2364.14, 3055, 2603416, 74.29
145, 587.22, 2381.96, 3076, 2623936, -12.63
146, 593.09, 2397.46, 3097, 2638698, 89.52
147, 597.66, 2418.72, 3118, 2651058, 90.42
148, 602.86, 2435.39, 3139, 2664586, 84.72
149, 608.69, 2464.32, 3160, 2685274, -9.42
150, 615.50, 2483.13, 3181, 2699038, 92.66
151, 621.14, 2501.27, 3202, 2714729, 80.30
152, 624.86, 2520.07, 3223, 2727043, 82.75
153, 630.70, 2533.47, 3244, 2747801, -16.37
154, 636.98, 2546.55, 3265, 2762999, 89.61
155, 641.94, 2559.68, 3286, 2783530, -13.47
156, 647.67, 2577.57, 3307, 2798653, 79.44
157, 651.89, 2604.19, 3328, 2814720, 81.94
158, 656.48, 2622.52, 3349, 2835290, -8.95
159, 661.45, 2637.81, 3370, 2850116, 81.01
160, 664.78, 2651.27, 3391, 2864627, 90.86
161, 668.53, 2663.93, 3412, 2878369, 92.00
162, 673.75, 2681.79, 3433, 2898900, -7.69
163, 678.88, 2702.77, 3454, 2912834, 91.82
164, 681.72, 2722.80, 3475, 2927574, 78.13
165, 684.17, 2743.08, 3496, 2941813, 80.65
166, 687.19, 2760.98, 3517, 2962347, -7.84
167, 690.56, 2793.05, 3538, 2975723, 84.98
168, 693.14, 2807.19, 3559, 2988359, 98.44
169, 695.47, 2822.83, 3580, 3003841, 83.11
170, 698.77, 2836.97, 3601, 3024515, -4.90
171, 702.84, 2853.37, 3622, 3045494, -5.92
172, 706.94, 2874.22, 3643, 3066473, -4.30
173, 710.44, 2889.98, 3664, 3080599, 93.51
174, 713.59, 2906.87, 3685, 3094950, 87.97
175, 716.53, 2919.66, 3706, 3115457, -6.02
176, 720.00, 2939.38, 3727, 3130048, 92.98
177, 723.05, 2967.51, 3748, 3144732, 83.76
178, 726.48, 2995.70, 3769, 3158379, 88.65
179, 729.89, 3020.20, 3790, 3178988, -4.63
180, 733.47, 3050.08, 3811, 3193158, 86.11
181, 735.88, 3071.49, 3832, 3206909, 92.18
182, 738.44, 3085.95, 3853, 3219838, 88.13
183, 741.67, 3106.34, 3874, 3240492, -4.23
184, 745.66, 3126.93, 3895, 3261471, -3.83
185, 749.17, 3145.10, 3916, 3276434, 98.38
186, 752.25, 3161.55, 3937, 3291601, 83.60
187, 755.09, 3181.11, 3958, 3307093, 82.93
188, 758.30, 3198.36, 3979, 3327715, -4.26
189, 762.38, 3216.92, 4000, 3348694, -3.61
190, 765.98, 3245.96, 4021, 3363158, 82.97
191, 769.44, 3269.00, 4042, 3383869, -6.68
192, 772.94, 3291.17, 4063, 3398621, 88.43
193, 776.12, 3310.11, 4084, 3415436, 73.66
194, 779.38, 3331.90, 4105, 3436099, -5.14
195, 782.91, 3351.20, 4126, 3451572, 77.26
196, 787.45, 3378.05, 4147, 3467219, 88.06
197, 792.38, 3400.49, 4168, 3488125, -43.21
198, 797.12, 3414.49, 4189, 3502551, 92.90
199, 801.83, 3443.83, 4210, 3516374, 89.77
