Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
171, 526.31, 26841.32, 3576, 2881027, -82.86
172, 532.20, 27132.51, 3597, 2896139, 83.29
173, 538.91, 27440.88, 3618, 2917118, -8.32
174, 540.08, 27453.19, 3638, 2931937, 70.11
175, 541.19, 27471.05, 3658, 2946253, 81.41
176, 544.00, 27614.99, 3679, 2959867, 87.62
177, 545.92, 27648.65, 3699, 2974445, 92.24
178, 546.95, 27668.75, 3719, 2987055, 79.92
179, 548.14, 27683.89, 3739, 3002193, 82.49
180, 549.69, 27696.25, 3759, 3022173, -8.71
181, 551.23, 27708.71, 3779, 3042153, -21.24
182, 552.45, 27718.47, 3799, 3057182, 77.65
183, 553.56, 27732.82, 3819, 3070942, 83.41
184, 556.09, 27874.37, 3840, 3086625, 82.91
185, 558.70, 28097.98, 3861, 3100361, 87.53
186, 560.06, 28106.07, 3881, 3113873, 88.43
187, 561.28, 28118.50, 3901, 3128188, 87.58
188, 562.47, 28130.32, 3921, 3141956, 88.49
189, 564.06, 28143.27, 3941, 3161936, -5.54
190, 565.33, 28161.88, 3961, 3175713, 83.46
191, 566.59, 28177.43, 3981, 3190091, 83.36
192, 568.27, 28198.08, 4001, 3210071, -8.75
193, 569.58, 28223.11, 4021, 3224424, 73.47
194, 570.78, 28235.61, 4041, 3238054, 83.34
195, 571.77, 28260.56, 4061, 3250534, 84.30
196, 572.94, 28285.66, 4081, 3263619, 97.61
197, 574.59, 28302.30, 4101, 3283599, -86.86
198, 575.66, 28321.61, 4121, 3296650, 77.73
199, 576.78, 28335.49, 4141, 3311134, 77.71
200, 578.06, 28346.05, 4161, 3324673, 83.63
201, 583.02, 28757.90, 4182, 3345652, -6.09
202, 586.88, 28994.70, 4203, 3361137, 93.55
203, 588.19, 29024.76, 4223, 3375120, 82.50
204, 589.31, 29041.24, 4243, 3388905, 88.57
205, 590.36, 29060.25, 4263, 3401347, 93.14
206, 592.14, 29080.46, 4283, 3421327, -7.99
207, 593.27, 29088.40, 4303, 3434570, 93.26
208, 596.84, 29232.17, 4324, 3455237, -6.61
209, 598.00, 29238.74, 4344, 3468487, 88.40
210, 600.78, 29407.67, 4365, 3481934, 92.44
211, 602.06, 29434.98, 4385, 3497579, 83.33
212, 605.88, 29620.17, 4406, 3518380, -11.94
213, 609.73, 30192.87, 4427, 3530569, 75.80
214, 612.75, 30448.97, 4448, 3542460, 87.44
215, 615.34, 30726.18, 4469, 3554198, 83.95
216, 618.42, 30860.71, 4490, 3574639, -12.20
217, 622.55, 31056.46, 4511, 3588285, 88.45
218, 626.28, 31304.33, 4532, 3602541, 97.60
219, 630.22, 31501.18, 4553, 3623118, -7.05
220, 631.67, 31527.22, 4573, 3636166, 85.16
221, 633.09, 31543.05, 4593, 3650230, 77.78
222, 634.55, 31557.54, 4613, 3664130, 82.01
223, 635.89, 31573.59, 4633, 3678820, 78.62
224, 637.77, 31585.80, 4653, 3698800, -32.00
225, 642.23, 31721.70, 4674, 3713419, 87.41
226, 644.77, 31736.82, 4694, 3733399, -10.91
227, 650.27, 31939.94, 4715, 3747876, 88.43
228, 651.55, 31955.66, 4735, 3761092, 88.25
229, 655.59, 32093.31, 4756, 3775236, 75.42
230, 657.53, 32109.92, 4776, 3790483, 72.69
231, 659.22, 32116.21, 4796, 3803949, 72.83
232, 661.48, 32132.37, 4816, 3816442, 86.56
233, 667.92, 32327.24, 4837, 3830868, 87.68
234, 673.36, 32513.18, 4858, 3851464, -12.15
235, 674.80, 32524.37, 4878, 3862663, 78.97
236, 678.88, 32666.57, 4899, 3877301, 88.61
237, 681.08, 32682.39, 4919, 3894516, -55.00
238, 687.36, 33145.99, 4940, 3910338, 73.60
239, 689.25, 33150.50, 4960, 3923162, 93.20
240, 692.86, 33330.89, 4981, 3936223, 93.47
241, 694.48, 33345.44, 5001, 3948771, 87.82
242, 696.39, 33358.49, 5021, 3962444, 88.12
243, 700.84, 33564.02, 5042, 3976883, 87.38
244, 706.59, 33886.60, 5063, 3992042, 83.49
245, 708.27, 33909.40, 5083, 4005329, 83.48
246, 709.73, 33915.15, 5103, 4017142, 98.29
247, 712.11, 33923.66, 5123, 4037122, -5.12
248, 713.69, 33938.51, 5143, 4050079, 88.46
249, 715.42, 33958.72, 5163, 4062887, 86.49
250, 719.70, 34200.69, 5184, 4077258, 88.47
251, 721.78, 34206.79, 5204, 4091719, 82.67
252, 727.30, 34326.01, 5225, 4112210, -8.13
253, 733.95, 34623.07, 5246, 4133189, -8.25
254, 735.70, 34635.82, 5266, 4145115, 90.32
255, 738.34, 34658.93, 5286, 4165095, -23.17
256, 744.72, 34843.25, 5307, 4179039, 82.66
257, 746.41, 34864.01, 5327, 4191540, 92.55
258, 751.53, 35024.04, 5348, 4206725, 78.92
259, 754.45, 35040.38, 5368, 4220068, 92.51
260, 762.81, 35193.81, 5389, 4240737, -5.37
261, 764.69, 35213.15, 5409, 4251945, 81.93
262, 766.70, 35228.38, 5429, 4265245, 82.91
263, 768.50, 35244.27, 5449, 4278316, 83.49
264, 771.06, 35260.90, 5469, 4292009, 86.90
265, 773.19, 35282.65, 5489, 4305612, 82.97
266, 778.23, 35573.20, 5510, 4320935, 87.67
267, 781.91, 35662.31, 5531, 4335312, 83.17
268, 787.44, 35830.43, 5552, 4350100, 87.56
269, 792.12, 36032.65, 5573, 4370650, -65.68
270, 793.73, 36042.78, 5593, 4384276, 86.81
271, 795.50, 36055.15, 5613, 4397495, 82.94
272, 800.50, 36180.96, 5634, 4412268, 83.44
273, 805.69, 36383.21, 5655, 4426707, 87.61
274, 807.52, 36402.15, 5675, 4440105, 93.42
275, 809.20, 36415.56, 5695, 4454572, 78.60
276, 811.42, 36433.44, 5715, 4474552, -63.25
277, 813.75, 36463.44, 5735, 4494532, -8.63
278, 819.91, 36815.85, 5756, 4511609, 68.63
279, 821.47, 36826.91, 5776, 4525640, 93.15
280, 825.78, 36997.14, 5797, 4539646, 86.03
281, 827.52, 37009.65, 5817, 4552412, 93.44
282, 829.20, 37020.95, 5837, 4565828, 83.64
283, 830.92, 37031.83, 5857, 4579630, 87.64
284, 832.97, 37047.71, 5877, 4599610, -8.16
285, 834.84, 37056.67, 5897, 4614029, 87.42
286, 838.25, 37176.00, 5918, 4628011, 88.39
287, 843.98, 37449.28, 5939, 4642275, 86.95
288, 846.48, 37465.69, 5959, 4662255, -7.64
289, 848.42, 37473.58, 5979, 4676378, 88.38
290, 850.45, 37485.77, 5999, 4690132, 85.98
291, 855.08, 37674.52, 6020, 4703483, 88.44
292, 856.61, 37689.55, 6040, 4716100, 86.31
293, 858.09, 37704.38, 6060, 4729993, 98.88
294, 859.53, 37708.13, 6080, 4742929, 93.46
295, 861.77, 37713.43, 6100, 4762909, -74.14
296, 863.45, 37722.98, 6120, 4777382, 84.01
297, 866.27, 37731.93, 6140, 4797362, -3.75
298, 867.81, 37740.79, 6160, 4810830, 93.19
299, 869.77, 37745.17, 6180, 4825161, 82.83
300, 871.39, 37751.66, 6200, 4837952, 98.28
301, 873.17, 37765.02, 6220, 4850551, 88.38
302, 874.94, 37787.89, 6240, 4863887, 82.36
303, 876.66, 37792.14, 6260, 4877186, 98.83
304, 878.59, 37805.40, 6280, 4891284, 86.28
305, 884.47, 37971.30, 6301, 4911812, -5.76
306, 886.33, 37977.50, 6321, 4925967, 83.92
307, 888.16, 37987.26, 6341, 4938415, 92.60
308, 890.81, 37992.53, 6361, 4952049, 80.40
309, 892.53, 38005.05, 6381, 4965080, 88.12
310, 894.39, 38010.25, 6401, 4979000, 93.84
311, 895.97, 38016.08, 6421, 4991190, 98.49
312, 898.50, 38021.94, 6441, 5011170, -2.51
313, 904.42, 38417.40, 6462, 5025476, 88.22
314, 906.11, 38427.11, 6482, 5038577, 96.39
315, 908.28, 38430.10, 6502, 5053454, 88.53
316, 910.12, 38437.75, 6522, 5066116, 93.42
317, 911.78, 38446.08, 6542, 5079469, 88.34
318, 913.23, 38458.62, 6562, 5093210, 88.55
319, 914.84, 38467.22, 6582, 5106048, 93.45
320, 916.58, 38479.06, 6602, 5119537, 82.62
321, 918.20, 38492.32, 6622, 5132578, 88.55
322, 920.66, 38499.02, 6642, 5152558, -3.60
323, 922.05, 38512.99, 6662, 5165563, 93.89
324, 926.67, 38620.81, 6683, 5186029, -5.60
325, 928.12, 38627.00, 6703, 5197671, 96.74
326, 929.77, 38633.33, 6723, 5209970, 93.48
327, 931.59, 38648.85, 6743, 5223278, 89.11
328, 933.34, 38658.27, 6763, 5237346, 93.41
329, 934.95, 38668.11, 6783, 5251155, 88.47
330, 936.94, 38673.80, 6803, 5264878, 82.44
331, 938.80, 38687.74, 6823, 5277803, 93.98
332, 941.19, 38700.47, 6843, 5292821, 81.19
333, 943.09, 38710.84, 6863, 5307381, 73.96
334, 945.00, 38720.29, 6883, 5321532, 83.90
335, 947.00, 38728.23, 6903, 5336539, 82.35
336, 949.38, 38743.13, 6923, 5356519, -7.62
337, 950.39, 38756.64, 6943, 5367016, 85.60
338, 953.09, 38841.63, 6964, 5379336, 74.06
339, 955.17, 38853.18, 6984, 5399316, -3.84
340, 956.95, 38857.13, 7004, 5412804, 92.43
341, 958.38, 38866.96, 7024, 5426403, 88.93
342, 962.86, 39017.30, 7045, 5441493, 87.41
343, 967.31, 39391.14, 7066, 5455946, 75.03
344, 970.28, 39398.02, 7086, 5475926, -2.42
345, 972.31, 39409.18, 7106, 5490113, 93.88
346, 973.80, 39421.42, 7126, 5502425, 87.67
347, 975.42, 39432.27, 7146, 5515742, 88.97
348, 976.89, 39436.26, 7166, 5529588, 89.20
349, 978.41, 39443.57, 7186, 5543740, 88.31
350, 979.78, 39454.71, 7206, 5556529, 96.46
351, 983.92, 39603.99, 7227, 5571104, 90.76
352, 985.95, 39622.86, 7247, 5585278, 79.03
353, 987.62, 39639.93, 7267, 5599844, 93.93
354, 989.22, 39650.33, 7287, 5612638, 93.17
355, 990.80, 39664.02, 7307, 5625262, 98.84
356, 992.25, 39672.83, 7327, 5638536, 98.86
357, 993.91, 39680.88, 7347, 5653400, 83.17
358, 995.77, 39687.50, 7367, 5668271, 78.54
359, 997.55, 39697.65, 7387, 5682377, 81.33
360, 999.33, 39715.34, 7407, 5695868, 89.89
361, 1003.12, 39789.79, 7428, 5710412, 93.40
362, 1007.88, 39979.34, 7449, 5731030, -6.42
363, 1013.97, 40415.66, 7470, 5745886, 89.15
364, 1015.11, 40433.11, 7490, 5755980, 70.81
365, 1017.02, 40444.40, 7510, 5769882, 88.97
366, 1021.84, 40567.41, 7531, 5783531, 93.90
367, 1025.59, 40789.35, 7552, 5797125, 93.84
368, 1027.31, 40798.62, 7572, 5810381, 92.63
369, 1029.97, 40813.51, 7592, 5830361, -2.68
370, 1031.86, 40821.91, 7612, 5845139, 82.36
371, 1033.45, 40832.90, 7632, 5859303, 89.02
372, 1034.81, 40847.54, 7652, 5872385, 88.45
373, 1036.33, 40861.47, 7672, 5885691, 92.57
374, 1040.27, 41162.45, 7693, 5899907, 85.84
375, 1042.03, 41173.59, 7713, 5914151, 81.24
376, 1044.09, 41186.27, 7733, 5928172, 88.92
377, 1048.50, 41281.50, 7754, 5943266, 83.93
378, 1050.88, 41292.93, 7774, 5963246, -45.70
379, 1052.70, 41307.21, 7794, 5977484, 78.35
380, 1054.56, 41320.40, 7814, 5990662, 85.07
381, 1056.45, 41330.89, 7834, 6004620, 83.46
382, 1057.98, 41339.68, 7854, 6017906, 82.60
383, 1059.64, 41349.85, 7874, 6031722, 89.20
384, 1061.19, 41356.60, 7894, 6046955, 93.35
385, 1067.39, 41810.94, 7915, 6062017, 83.66
386, 1069.17, 41824.37, 7935, 6076316, 74.00
387, 1070.48, 41841.56, 7955, 6088931, 88.56
388, 1073.27, 41853.76, 7975, 6108911, -3.37
389, 1074.67, 41862.19, 7995, 6122263, 98.82
390, 1076.81, 41869.00, 8015, 6142243, -3.69
391, 1082.19, 42006.97, 8036, 6155857, 88.94
392, 1083.91, 42019.83, 8056, 6169999, 93.15
393, 1086.00, 42025.22, 8076, 6189979, -3.72
394, 1087.44, 42033.74, 8096, 6203259, 89.00
395, 1088.89, 42042.39, 8116, 6216694, 93.96
396, 1090.34, 42052.81, 8136, 6229309, 89.91
397, 1091.69, 42070.36, 8156, 6241908, 89.13
398, 1093.28, 42078.37, 8176, 6255233, 88.94
399, 1094.78, 42093.56, 8196, 6269163, 84.21
