Iteration, Lambda, VLM Invoked, Phase, Num Frames
269, 0.258, True, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 13
270, 0.257, False, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 0
271, 0.256, False, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 0
272, 0.255, True, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 20
273, 0.253, True, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 21
274, 0.252, False, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 0
275, 0.251, False, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 0
276, 0.249, False, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 0
277, 0.248, False, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 0
278, 0.247, True, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 21
279, 0.246, False, Visual Guidance Active (λ=0.25, VLM invocation probability: 25%), 0
280, 0.245, True, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 14
281, 0.243, False, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 0
282, 0.242, False, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 0
283, 0.241, False, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 0
284, 0.240, False, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 0
285, 0.238, False, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 0
286, 0.237, True, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 11
287, 0.236, True, Visual Guidance Active (λ=0.24, VLM invocation probability: 24%), 21
288, 0.235, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
289, 0.234, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
290, 0.233, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
291, 0.231, True, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 12
292, 0.230, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
293, 0.229, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
294, 0.228, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
295, 0.227, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
296, 0.226, False, Visual Guidance Active (λ=0.23, VLM invocation probability: 23%), 0
297, 0.225, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
298, 0.223, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
299, 0.222, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
300, 0.221, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
301, 0.220, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
302, 0.219, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
303, 0.218, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
304, 0.217, False, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 0
305, 0.216, True, Visual Guidance Active (λ=0.22, VLM invocation probability: 22%), 12
306, 0.215, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
307, 0.214, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
308, 0.212, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
309, 0.211, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
310, 0.210, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
311, 0.209, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
312, 0.208, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
313, 0.207, True, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 21
314, 0.206, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
315, 0.205, False, Visual Guidance Active (λ=0.21, VLM invocation probability: 21%), 0
316, 0.204, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
317, 0.203, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
318, 0.202, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
319, 0.201, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
320, 0.200, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
321, 0.199, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
322, 0.198, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
323, 0.197, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
324, 0.196, True, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 11
325, 0.195, False, Visual Guidance Active (λ=0.20, VLM invocation probability: 20%), 0
326, 0.194, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
327, 0.193, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
328, 0.192, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
329, 0.191, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
330, 0.190, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
331, 0.189, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
