Iteration, Lambda, VLM Invoked, Phase, Num Frames
103, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 16
104, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 4
105, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
106, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
107, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 4
108, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
109, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 21
110, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
111, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
112, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 4
113, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 6
114, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
115, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
116, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
117, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 5
118, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
119, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 4
