system:
You are good global RL policy optimizer, helping me find the global optimal policy in the following environment:

# Environment:
The mountain car continuous environment is a 2D world where the agent (car) is in a U shaped valley, and a torque can be applied to the car (left is negative and right is positive). 
The state is a vector of 2 elements, representing position (-1.2 to 0.6) and velocity (-0.07 to 0.07) respectively. Negative means left and positive means right for both position and velocity. The goal is to reach the flag at the far right side of the hill. 
The policy is a linear policy with 3 parameters and works as follows: 
action = position * params[0] + velocity * params[1] + params[2]
The reward is -0.1 * action^2 for each step, and 100 if the cart reaches goal. The goal is to reach the flag at the far right side of the hill. 

You will receive:
1. Numerical feedback: parameters and their rewards
2. Visual feedback: description of the agent's behavior during the episode — trajectory, instability, failure moments, and overall pattern (when available)

# Regarding the parameters **params**:
**params** is an array of 3 float numbers.
**params** values are in the range of [-6.0, 6.0] with 1 decimal place.
params represent a linear policy. 
f(params) is the episodic reward of the policy.

# Here's how we'll interact:
1. I will first provide MAX_STEPS (400) along with training examples showing past parameters and rewards.
2. Visual analysis is not available for this iteration - focus on numerical patterns.
3. You will provide your response in the following exact format:
    * Line 1: a new input 'params[0]: , params[1]: , params[2]: ,..., params[2]: ', aiming to maximize the function's value f(params). 
    Please propose params values in the range of [-6.0, 6.0], with 1 decimal place.
    * Line 2: detailed explanation of why you chose that input, **explicitly referencing numerical trends**.
4. I will then provide the function's value f(params) at that point, and the current iteration.
5. We will repeat steps 2-4 until we reach the maximum number of iterations.

# Remember:
1. **Do not propose previously seen params.**
2. **The global optimum should be around 90.** If you are below that, this is just a local optimum. You should explore instead of exploiting.
3. Search both positive and negative values. **During exploration, use search step size of 1.0**.

Next, you will see examples of params, there episodic reward f(params), and the trajectories the params yield.
params[0]: -1.9; params[1]: 1.9; params[2]: -3.3; f(params): -333.25
params[0]: 0.2; params[1]: 5.9; params[2]: 0.3; f(params): 86.29
params[0]: 0.2; params[1]: 6; params[2]: 0.3; f(params): 96.09
params[0]: 0.5; params[1]: 5.9; params[2]: 0.4; f(params): 91.24
params[0]: 0.3; params[1]: 6; params[2]: 0.3; f(params): 91.97
params[0]: 0.8; params[1]: 5.9; params[2]: 0.3; f(params): -12.40
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 83.49
params[0]: 0.3; params[1]: 5.9; params[2]: 0.4; f(params): 94.31
params[0]: 0.5; params[1]: 5.9; params[2]: 0; f(params): -13.61
params[0]: 0.4; params[1]: 6; params[2]: 0.3; f(params): 97.45
params[0]: 0.6; params[1]: 5.9; params[2]: 0.2; f(params): -8.84
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 92.52
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 82.59
params[0]: 0.5; params[1]: 5.8; params[2]: 0.3; f(params): 92.87
params[0]: 0.5; params[1]: 5.9; params[2]: 0.1; f(params): -8.42
params[0]: 0.5; params[1]: 5.9; params[2]: 0.5; f(params): 88.20
params[0]: 0.6; params[1]: 6; params[2]: 0.3; f(params): 97.39
params[0]: 0.6; params[1]: 5.9; params[2]: 0.5; f(params): 79.16
params[0]: 0.5; params[1]: 5; params[2]: 0.5; f(params): 72.86
params[0]: 0.2; params[1]: 6; params[2]: 0.4; f(params): 77.02
params[0]: 0.4; params[1]: 6; params[2]: 0.4; f(params): 80.64
params[0]: 0.6; params[1]: 6; params[2]: 0.4; f(params): 81.89
params[0]: 0.6; params[1]: 5.9; params[2]: 0.3; f(params): 87.47
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 87.75
params[0]: 0.4; params[1]: 5.8; params[2]: 0.3; f(params): 82.59
params[0]: 0.5; params[1]: 6; params[2]: 0.3; f(params): 92.75
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 93.26
params[0]: 0.5; params[1]: 5.9; params[2]: 0.6; f(params): 67.93
params[0]: 0.6; params[1]: 5.8; params[2]: 0.3; f(params): 77.62
params[0]: 0.5; params[1]: 5.7; params[2]: 0.3; f(params): 92.74
params[0]: 0.2; params[1]: 6; params[2]: 0.2; f(params): 93.21
params[0]: 0; params[1]: 6; params[2]: 0.3; f(params): 88.21
params[0]: -0.5; params[1]: 6; params[2]: 0.3; f(params): 67.75
params[0]: 0.7; params[1]: 5.9; params[2]: 0.4; f(params): 96.54
params[0]: 0; params[1]: 5.9; params[2]: 0.3; f(params): 72.82
params[0]: 0.5; params[1]: 5.9; params[2]: 0.2; f(params): 87.55
params[0]: 0.5; params[1]: 5.8; params[2]: 0.4; f(params): 86.17
params[0]: 1.5; params[1]: 5.9; params[2]: 0.3; f(params): -82.86
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 83.29
params[0]: 0.5; params[1]: 5.9; params[2]: 0.1; f(params): -8.32
params[0]: 0.4; params[1]: 5.9; params[2]: 0.4; f(params): 70.11
params[0]: 0.7; params[1]: 6; params[2]: 0.3; f(params): 81.41
params[0]: 0.6; params[1]: 5.9; params[2]: 0.3; f(params): 87.62
params[0]: 0.6; params[1]: 5.7; params[2]: 0.3; f(params): 92.24
params[0]: 0.1; params[1]: 6; params[2]: 0.3; f(params): 79.92
params[0]: 0.5; params[1]: 5.8; params[2]: 0.2; f(params): 82.49
params[0]: 0.6; params[1]: 6; params[2]: 0.2; f(params): -8.71
params[0]: 1; params[1]: 5.9; params[2]: 0.3; f(params): -21.24
params[0]: 0.5; params[1]: 5.9; params[2]: 0.2; f(params): 77.65
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 83.41
params[0]: 0.5; params[1]: 5.8; params[2]: 0.3; f(params): 82.91
params[0]: 0.5; params[1]: 5.8; params[2]: 0.2; f(params): 87.53
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 88.43
params[0]: 0.4; params[1]: 5.8; params[2]: 0.3; f(params): 87.58
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 88.49
params[0]: 0.4; params[1]: 5.9; params[2]: 0.1; f(params): -5.54
params[0]: 0.4; params[1]: 5.8; params[2]: 0.2; f(params): 83.46
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 83.36
params[0]: 0.4; params[1]: 5.9; params[2]: 0; f(params): -8.75
params[0]: 0.3; params[1]: 5.8; params[2]: 0.2; f(params): 73.47
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 83.34
params[0]: 0.3; params[1]: 5.9; params[2]: 0.4; f(params): 84.30
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 97.61
params[0]: 1.4; params[1]: 5.9; params[2]: 0.2; f(params): -86.86
params[0]: 0.5; params[1]: 5.8; params[2]: 0.2; f(params): 77.73
params[0]: 0.5; params[1]: 5.9; params[2]: 0.2; f(params): 77.71
params[0]: 0.3; params[1]: 6; params[2]: 0.2; f(params): 83.63
params[0]: 0.4; params[1]: 5.9; params[2]: 0.1; f(params): -6.09
params[0]: 0.3; params[1]: 6; params[2]: 0.2; f(params): 93.55
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 82.50
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 88.57
params[0]: 0.2; params[1]: 5.9; params[2]: 0.2; f(params): 93.14
params[0]: 0.5; params[1]: 5.9; params[2]: 0.1; f(params): -7.99
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 93.26
params[0]: 0.6; params[1]: 5.7; params[2]: 0.2; f(params): -6.61
params[0]: 0.4; params[1]: 5.8; params[2]: 0.2; f(params): 88.40
params[0]: 0.2; params[1]: 5.9; params[2]: 0.4; f(params): 92.44
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 83.33
params[0]: 0.7; params[1]: 5.9; params[2]: 0.2; f(params): -11.94
params[0]: 0.3; params[1]: 5.9; params[2]: 0.6; f(params): 75.80
params[0]: 0.4; params[1]: 5.9; params[2]: 0.5; f(params): 87.44
params[0]: 0.2; params[1]: 5.9; params[2]: 0.5; f(params): 83.95
params[0]: 0.6; params[1]: 6; params[2]: 0.1; f(params): -12.20
params[0]: 0.4; params[1]: 5.7; params[2]: 0.2; f(params): 88.45
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 97.60
params[0]: 0.6; params[1]: 5.8; params[2]: 0.2; f(params): -7.05
params[0]: 0.4; params[1]: 5.8; params[2]: 0.4; f(params): 85.16
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 77.78
params[0]: 0.3; params[1]: 5.9; params[2]: 0.3; f(params): 82.01
params[0]: 0.3; params[1]: 5.9; params[2]: 0.1; f(params): 78.62
params[0]: 1; params[1]: 5.9; params[2]: 0.2; f(params): -32.00
params[0]: 0.6; params[1]: 5.9; params[2]: 0.3; f(params): 87.41
params[0]: 0.6; params[1]: 5.9; params[2]: 0.1; f(params): -10.91
params[0]: 0.4; params[1]: 5.8; params[2]: 0.2; f(params): 88.43
params[0]: 0.4; params[1]: 5.8; params[2]: 0.2; f(params): 88.25
params[0]: 0.1; params[1]: 5.9; params[2]: 0.4; f(params): 75.42
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 72.69
params[0]: 0.5; params[1]: 5.9; params[2]: 0.2; f(params): 72.83
params[0]: 0; params[1]: 6; params[2]: 0.2; f(params): 86.56
params[0]: 0.5; params[1]: 5.7; params[2]: 0.2; f(params): 87.68
params[0]: 0.8; params[1]: 5.9; params[2]: 0.3; f(params): -12.15
params[0]: -0.5; params[1]: 6; params[2]: 0.2; f(params): 78.97
params[0]: 0.3; params[1]: 5.8; params[2]: 0.2; f(params): 88.61
params[0]: 0.4; params[1]: 5.9; params[2]: 1.2; f(params): -55.00
params[0]: 0.3; params[1]: 5.9; params[2]: 0.1; f(params): 73.60
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 93.20
params[0]: 0.3; params[1]: 6; params[2]: 0.2; f(params): 93.47
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 87.82
params[0]: 0.2; params[1]: 5.9; params[2]: 0.2; f(params): 88.12
params[0]: 0.1; params[1]: 5.9; params[2]: 0.2; f(params): 87.38
params[0]: 0.4; params[1]: 5.7; params[2]: 0.2; f(params): 83.49
params[0]: 0.4; params[1]: 5.9; params[2]: 0.2; f(params): 83.48
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 98.29
params[0]: 0.4; params[1]: 6; params[2]: 0.1; f(params): -5.12
params[0]: 0.3; params[1]: 6; params[2]: 0.2; f(params): 88.46
params[0]: 0; params[1]: 5.9; params[2]: 0.2; f(params): 86.49
params[0]: 0.4; params[1]: 5.7; params[2]: 0.2; f(params): 88.47
params[0]: 0.5; params[1]: 6; params[2]: 0.2; f(params): 82.67
params[0]: 0.5; params[1]: 6; params[2]: 0.1; f(params): -8.13
params[0]: 0.4; params[1]: 5.9; params[2]: 0; f(params): -8.25
params[0]: -0.4; params[1]: 5.9; params[2]: 0.2; f(params): 90.32
params[0]: 0.9; params[1]: 5.9; params[2]: 0.2; f(params): -23.17
params[0]: 0.4; params[1]: 6; params[2]: 0.3; f(params): 82.66
params[0]: 0.1; params[1]: 6; params[2]: 0.2; f(params): 92.55
params[0]: 0.2; params[1]: 6; params[2]: 0.1; f(params): 78.92
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 92.51
params[0]: 0.4; params[1]: 5.9; params[2]: 0.1; f(params): -5.37
params[0]: -0.6; params[1]: 5.9; params[2]: 0.2; f(params): 81.93
params[0]: 0.5; params[1]: 6; params[2]: 0.3; f(params): 82.91
params[0]: -0.2; params[1]: 5.9; params[2]: 0.2; f(params): 83.49
params[0]: 0.3; params[1]: 6; params[2]: 0.3; f(params): 86.90
params[0]: 0.5; params[1]: 5.8; params[2]: 0.3; f(params): 82.97
params[0]: 0.5; params[1]: 5.8; params[2]: 0.2; f(params): 87.67
params[0]: 0.2; params[1]: 5.8; params[2]: 0.2; f(params): 83.17
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 87.56
params[0]: 1.4; params[1]: 5.9; params[2]: 0.3; f(params): -65.68
params[0]: 0.3; params[1]: 6; params[2]: 0.3; f(params): 86.81
params[0]: 0.5; params[1]: 5.9; params[2]: 0.3; f(params): 82.94
params[0]: 0.4; params[1]: 5.6; params[2]: 0.2; f(params): 83.44
params[0]: 0.5; params[1]: 5.9; params[2]: 0.2; f(params): 87.61
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 93.42
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 78.60
params[0]: 1; params[1]: 5; params[2]: 0; f(params): -63.25
params[0]: 0.4; params[1]: 5.9; params[2]: 0; f(params): -8.63
params[0]: 0.4; params[1]: 4.9; params[2]: 0.2; f(params): 68.63
params[0]: 0.2; params[1]: 5.8; params[2]: 0.2; f(params): 93.15
params[0]: 0.2; params[1]: 5.8; params[2]: 0.3; f(params): 86.03
params[0]: 0.3; params[1]: 6; params[2]: 0.2; f(params): 93.44
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 83.64
params[0]: 0.4; params[1]: 5.9; params[2]: 0.3; f(params): 87.64
params[0]: 0.5; params[1]: 5.8; params[2]: 0.1; f(params): -8.16
params[0]: 0.4; params[1]: 5.8; params[2]: 0.3; f(params): 87.42
params[0]: 0.4; params[1]: 5.7; params[2]: 0.2; f(params): 88.39
params[0]: 0.3; params[1]: 5.8; params[2]: 0.3; f(params): 86.95
params[0]: 0.5; params[1]: 5.8; params[2]: 0.1; f(params): -7.64
params[0]: 0.3; params[1]: 5.9; params[2]: 0.2; f(params): 88.38
params[0]: 0.2; params[1]: 5.9; params[2]: 0.3; f(params): 85.98
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 88.44
params[0]: 0.4; params[1]: 5.9; params[2]: 0.6; f(params): 86.31
params[0]: 0.2; params[1]: 5.9; params[2]: 0.1; f(params): 98.88
params[0]: 0.3; params[1]: 5.9; params[2]: 0.1; f(params): 93.46
params[0]: 1.2; params[1]: 5.9; params[2]: 0.1; f(params): -74.14
params[0]: 0.2; params[1]: 5.8; params[2]: 0.1; f(params): 84.01
params[0]: 0.2; params[1]: 5.9; params[2]: 0; f(params): -3.75
params[0]: 0.2; params[1]: 5.9; params[2]: 0.2; f(params): 93.19
params[0]: 0.5; params[1]: 5.8; params[2]: 0.2; f(params): 82.83
params[0]: 0.4; params[1]: 5.8; params[2]: 0.2; f(params): 98.28
params[0]: 0.4; params[1]: 6; params[2]: 0.2; f(params): 88.38
params[0]: 0.2; params[1]: 5.9; params[2]: 0.4; f(params): 82.36
