Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
142, 1738.36, 16092.64, 4596, 4125291, 401.45
143, 1750.81, 16201.15, 4628, 4155404, 1331.50
144, 1763.11, 16316.52, 4660, 4183782, 388.50
145, 1774.89, 16427.57, 4692, 4210733, 1042.22
146, 1784.22, 16544.14, 4724, 4228756, 177.20
147, 1797.11, 16668.65, 4756, 4259798, 842.15
148, 1808.81, 16790.89, 4788, 4287507, 67.25
149, 1821.59, 16910.18, 4820, 4317908, 775.67
150, 1833.84, 17025.38, 4852, 4347554, -156.20
151, 1845.53, 17142.63, 4884, 4375676, -18.35
152, 1857.58, 17269.32, 4916, 4404175, 404.73
153, 1869.58, 17398.48, 4948, 4433176, 832.45
154, 1881.91, 17514.15, 4980, 4463722, 701.10
155, 1894.05, 17624.11, 5012, 4492705, 581.62
156, 1905.80, 17745.65, 5044, 4520450, 311.57
157, 1917.64, 17863.63, 5076, 4548006, 995.27
158, 1930.03, 17981.41, 5108, 4577146, 251.00
159, 1942.73, 18103.19, 5140, 4607241, 655.73
160, 1955.61, 18224.24, 5172, 4639179, 1174.03
161, 1968.28, 18351.77, 5204, 4670242, 233.12
162, 1980.34, 18474.01, 5236, 4699482, 627.52
163, 1993.42, 18585.25, 5268, 4730510, 1185.78
164, 2006.08, 18707.70, 5300, 4760349, 491.55
165, 2018.16, 18817.41, 5332, 4788380, 725.45
166, 2031.23, 18927.96, 5364, 4818890, 425.20
167, 2043.47, 19045.12, 5396, 4848222, 1040.47
168, 2054.84, 19178.69, 5428, 4874931, 1242.55
169, 2066.52, 19294.86, 5460, 4901748, 567.08
170, 2078.31, 19395.45, 5492, 4929943, 71.67
171, 2090.50, 19510.24, 5524, 4958851, 485.80
172, 2102.20, 19622.86, 5556, 4986249, 475.43
173, 2113.11, 19726.30, 5588, 5011221, -85.92
174, 2125.59, 19848.73, 5620, 5042292, 564.30
175, 2138.53, 19967.25, 5652, 5074110, 633.00
176, 2151.41, 20073.44, 5684, 5105721, 469.80
177, 2164.08, 20188.73, 5716, 5136109, 177.60
178, 2177.06, 20298.60, 5748, 5167819, 1481.95
179, 2190.23, 20415.26, 5780, 5198921, 408.55
180, 2203.30, 20525.50, 5812, 5230921, 1245.15
181, 2214.66, 20642.56, 5844, 5256876, 1093.53
182, 2226.86, 20763.75, 5876, 5286731, 743.60
183, 2239.53, 20871.59, 5908, 5317167, 1456.72
184, 2252.25, 20979.95, 5940, 5348370, 1423.12
185, 2263.48, 21099.91, 5972, 5373439, 1338.67
186, 2275.48, 21219.05, 6004, 5402400, 1514.97
187, 2286.92, 21351.21, 6036, 5428534, 879.77
188, 2299.20, 21478.62, 6068, 5457430, 1156.62
189, 2311.89, 21590.63, 6100, 5486935, 571.40
190, 2324.09, 21704.76, 6132, 5515987, 240.00
191, 2336.62, 21821.43, 6164, 5546111, 472.12
192, 2348.89, 21924.65, 6196, 5575663, 287.25
193, 2361.53, 22047.87, 6228, 5605805, 862.73
194, 2374.28, 22155.63, 6260, 5636842, 561.30
195, 2386.44, 22271.21, 6292, 5665263, 246.28
196, 2397.73, 22384.19, 6324, 5691316, 620.48
197, 2408.22, 22505.94, 6356, 5714038, 606.73
198, 2420.66, 22619.44, 6388, 5744525, -90.88
199, 2432.44, 22730.51, 6420, 5772660, 500.45
200, 2444.69, 22862.65, 6452, 5801973, 1281.35
201, 2457.06, 22965.99, 6484, 5832818, 520.65
202, 2467.02, 23085.52, 6516, 5853582, 532.95
203, 2476.48, 23203.87, 6548, 5873190, 666.27
204, 2488.59, 23324.62, 6580, 5901585, 1086.58
205, 2501.08, 23432.85, 6612, 5932241, 636.48
206, 2513.73, 23560.00, 6644, 5963103, 1491.80
207, 2525.78, 23688.17, 6676, 5992287, 423.07
208, 2538.59, 23804.98, 6708, 6023439, 1037.67
209, 2550.97, 23931.69, 6740, 6053601, 332.57
210, 2563.61, 24067.27, 6772, 6083961, 449.73
211, 2575.72, 24178.33, 6804, 6113010, 673.40
212, 2586.83, 24293.14, 6836, 6138413, 418.30
213, 2599.56, 24416.55, 6868, 6169413, 220.60
214, 2608.17, 24538.76, 6900, 6185108, 161.20
215, 2621.66, 24745.75, 6932, 6217108, 264.77
216, 2633.88, 24860.44, 6964, 6247415, 1304.38
217, 2646.31, 24992.48, 6996, 6278359, 1091.00
218, 2658.27, 25107.10, 7028, 6306561, 1166.55
219, 2670.23, 25229.24, 7060, 6334950, 149.32
220, 2682.92, 25354.67, 7092, 6366269, 755.67
221, 2695.48, 25494.38, 7124, 6396607, 292.15
222, 2707.86, 25613.67, 7156, 6426970, 1084.00
223, 2719.66, 25730.30, 7188, 6454474, 613.30
224, 2731.92, 25846.83, 7220, 6483047, 302.23
225, 2744.92, 25986.60, 7252, 6513082, 673.45
226, 2757.22, 26102.84, 7284, 6542220, 500.55
227, 2770.39, 26226.50, 7316, 6574220, 101.70
228, 2783.23, 26347.96, 7348, 6606220, 908.83
229, 2795.22, 26463.77, 7380, 6634638, 460.18
230, 2807.31, 26584.14, 7412, 6663019, 2306.32
231, 2820.00, 26709.29, 7444, 6690785, 1512.85
232, 2832.47, 26822.00, 7476, 6721824, 1397.25
233, 2844.81, 26933.85, 7508, 6751921, 752.20
234, 2857.92, 27235.54, 7540, 6781785, -151.90
235, 2867.59, 27366.33, 7572, 6802118, 927.33
236, 2880.05, 27483.69, 7604, 6832781, 1322.08
237, 2892.42, 27613.21, 7636, 6863020, 1241.17
238, 2905.09, 27775.74, 7668, 6893418, 492.43
239, 2917.38, 27891.95, 7700, 6922348, 1746.25
240, 2929.84, 28012.99, 7732, 6952606, 1611.88
241, 2941.50, 28133.05, 7764, 6980137, 1740.88
242, 2951.64, 28261.21, 7796, 7001748, 1104.22
243, 2960.42, 28391.46, 7828, 7018001, 398.80
244, 2972.89, 28506.45, 7860, 7049145, 1244.40
245, 2985.16, 28634.74, 7892, 7079467, 196.78
246, 2997.67, 28770.63, 7924, 7110021, 284.27
247, 3010.39, 28895.73, 7956, 7141441, 2551.72
248, 3022.27, 29016.10, 7988, 7169132, 1780.72
249, 3030.72, 29134.21, 8020, 7184681, 331.62
250, 3042.83, 29252.87, 8052, 7211532, 1842.15
251, 3053.23, 29387.88, 8084, 7233862, 1183.62
252, 3061.92, 29511.56, 8116, 7249962, 394.65
253, 3073.28, 29635.14, 8148, 7275649, 1803.80
254, 3085.95, 29758.83, 8180, 7306538, 244.68
255, 3098.62, 29890.78, 8212, 7337402, 752.55
256, 3112.52, 30021.62, 8244, 7366486, 2010.47
257, 3128.03, 30139.38, 8276, 7398069, 749.77
258, 3140.25, 30280.10, 8308, 7426480, 603.08
259, 3153.28, 30414.81, 8340, 7458456, 849.12
260, 3162.33, 30563.74, 8372, 7475253, 488.40
261, 3174.69, 30689.41, 8404, 7505157, 748.15
262, 3187.08, 30815.36, 8436, 7534322, 916.23
263, 3199.25, 30936.46, 8468, 7562851, 2260.35
264, 3212.08, 31058.36, 8500, 7594208, 1118.97
265, 3224.08, 31185.23, 8532, 7621423, 128.00
266, 3234.98, 31309.57, 8564, 7644699, 1152.78
267, 3247.03, 31444.41, 8596, 7672991, 1496.08
268, 3259.59, 31576.51, 8628, 7704010, 743.73
269, 3271.72, 31706.37, 8660, 7732796, 909.60
270, 3284.11, 31831.21, 8692, 7762955, 712.42
271, 3295.97, 31963.31, 8724, 7790222, 840.05
272, 3307.50, 32165.80, 8756, 7816891, 1829.78
273, 3320.12, 32305.33, 8788, 7848460, 572.12
274, 3332.41, 32447.24, 8820, 7878521, 1170.33
275, 3344.69, 32580.66, 8852, 7908262, 1075.28
276, 3355.95, 32708.40, 8884, 7934793, 879.00
277, 3367.88, 32830.42, 8916, 7962970, 643.30
278, 3380.34, 32965.47, 8948, 7993910, 425.05
279, 3392.56, 33101.60, 8980, 8023110, 389.48
280, 3405.11, 33224.19, 9012, 8053391, 213.28
281, 3416.86, 33337.75, 9044, 8081105, 662.98
282, 3427.44, 33497.82, 9076, 8103659, 248.47
283, 3439.56, 33631.10, 9108, 8132731, 512.38
284, 3452.52, 33759.12, 9140, 8163824, 582.17
285, 3465.08, 33893.70, 9172, 8194298, 551.30
286, 3477.41, 34021.70, 9204, 8223242, 921.60
287, 3489.83, 34146.71, 9236, 8252601, 636.38
288, 3501.23, 34278.71, 9268, 8278840, 1686.33
289, 3513.88, 34392.25, 9300, 8308907, 2039.05
290, 3526.25, 34513.29, 9332, 8338942, 1987.95
291, 3538.30, 34649.76, 9364, 8367594, 2097.22
292, 3550.00, 34785.91, 9396, 8394762, 787.80
293, 3562.88, 34902.93, 9428, 8425499, 310.70
294, 3575.12, 35031.83, 9460, 8454445, 762.12
295, 3586.45, 35160.47, 9492, 8480596, 1768.70
296, 3598.95, 35293.35, 9524, 8510655, 805.05
297, 3611.44, 35421.33, 9556, 8539945, 453.02
298, 3620.77, 35548.65, 9588, 8557905, 649.08
299, 3632.89, 35676.32, 9620, 8586688, 751.08
300, 3645.39, 35812.01, 9652, 8617113, 622.17
301, 3657.20, 35948.11, 9684, 8645350, 456.45
302, 3669.34, 36093.48, 9716, 8674476, 383.70
303, 3679.03, 36260.61, 9748, 8693754, 845.83
304, 3690.39, 36442.00, 9780, 8720172, 1327.05
305, 3701.73, 36580.07, 9812, 8745505, 1460.17
306, 3711.67, 36737.73, 9844, 8767071, 1104.35
307, 3723.19, 36919.52, 9876, 8794453, 1799.33
308, 3736.31, 37077.68, 9908, 8824678, 1824.53
309, 3749.28, 37225.87, 9940, 8856678, 1476.15
310, 3761.72, 37438.27, 9972, 8886302, 95.70
311, 3774.05, 37595.29, 10004, 8916147, 2231.53
312, 3786.75, 37790.00, 10036, 8948086, -29.40
313, 3798.77, 37938.84, 10068, 8976511, 1943.20
314, 3807.22, 38098.41, 10100, 8991870, 315.00
315, 3816.67, 38235.69, 10132, 9010670, 750.05
316, 3826.48, 38390.64, 10164, 9030879, 931.12
317, 3836.09, 38579.29, 10196, 9051149, 919.15
318, 3846.08, 38744.62, 10228, 9072069, 1035.05
319, 3854.56, 38926.52, 10260, 9086955, 239.30
320, 3864.61, 39095.65, 10292, 9107380, 927.77
321, 3876.08, 39320.22, 10324, 9133842, 1756.72
322, 3888.69, 39446.95, 10356, 9165256, 84.38
323, 3901.25, 39582.57, 10388, 9195958, -186.45
324, 3913.78, 39722.25, 10420, 9225124, 441.20
325, 3926.05, 39931.66, 10452, 9253800, 420.18
326, 3935.92, 40082.70, 10484, 9274081, 979.85
327, 3947.08, 40217.18, 10516, 9299880, 450.00
328, 3959.22, 40351.70, 10548, 9329297, 478.10
329, 3971.67, 40492.55, 10580, 9360293, 327.32
330, 3984.45, 40644.73, 10612, 9391373, 1084.22
331, 3996.52, 40759.62, 10644, 9419535, 296.90
332, 4008.72, 40883.61, 10676, 9449460, 707.75
333, 4020.45, 41035.09, 10708, 9476940, 2173.82
334, 4032.86, 41173.54, 10740, 9507269, 2027.20
335, 4045.52, 41319.44, 10772, 9538313, 505.30
336, 4057.70, 41449.98, 10804, 9568151, 2319.43
337, 4069.38, 41587.51, 10836, 9594582, 1675.28
338, 4081.55, 41747.01, 10868, 9623767, 952.02
