Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
223, 8137.97, 56938.15, 8532, 8532000, 307.60
224, 8183.67, 57197.23, 8570, 8570000, 268.86
225, 8218.22, 57454.06, 8608, 8608000, 222.28
226, 8261.97, 57745.13, 8646, 8646000, 291.73
227, 8297.16, 57985.23, 8684, 8684000, 306.78
228, 8341.81, 58277.73, 8722, 8722000, 302.96
229, 8387.02, 58490.53, 8760, 8760000, 282.98
230, 8424.12, 58777.36, 8798, 8798000, 249.80
231, 8461.84, 59135.71, 8836, 8836000, 290.83
232, 8500.25, 59416.81, 8874, 8874000, 272.10
233, 8550.33, 59718.79, 8912, 8912000, 264.54
234, 8594.84, 59996.59, 8950, 8950000, 282.57
235, 8640.41, 60232.64, 8988, 8988000, 257.30
236, 8684.95, 60480.18, 9026, 9026000, 307.76
237, 8733.31, 60750.35, 9064, 9064000, 293.90
238, 8771.56, 61014.80, 9102, 9102000, 246.98
239, 8807.55, 61277.68, 9140, 9140000, 306.68
240, 8844.83, 61533.43, 9178, 9178000, 245.82
241, 8878.48, 61803.47, 9216, 9216000, 214.11
242, 8920.88, 62133.93, 9254, 9254000, 209.24
243, 8956.42, 62411.68, 9292, 9292000, 261.35
244, 9005.52, 62682.48, 9330, 9330000, 303.53
245, 9041.55, 63157.41, 9368, 9368000, 305.53
246, 9075.56, 63447.21, 9406, 9406000, 302.74
247, 9116.41, 63723.96, 9444, 9444000, 259.20
248, 9155.42, 63982.41, 9482, 9482000, 285.54
249, 9193.77, 64245.72, 9520, 9520000, 290.74
250, 9236.59, 64492.19, 9558, 9558000, 300.92
251, 9272.38, 64745.52, 9596, 9596000, 272.74
252, 9313.39, 64997.48, 9634, 9634000, 276.52
253, 9362.59, 65223.75, 9672, 9672000, 285.90
254, 9407.02, 65460.14, 9710, 9710000, 302.71
255, 9453.62, 65965.71, 9748, 9748000, 284.86
256, 9491.78, 66216.61, 9786, 9786000, 286.24
257, 9531.66, 66447.74, 9824, 9824000, 276.37
258, 9576.77, 66718.46, 9862, 9862000, 304.37
259, 9618.34, 66965.36, 9900, 9900000, 301.23
260, 9659.17, 67274.40, 9938, 9938000, 235.73
261, 9697.41, 67542.04, 9976, 9976000, 204.46
262, 9742.44, 67819.50, 10014, 10014000, 306.26
263, 9786.86, 68091.02, 10052, 10052000, 277.54
264, 9830.72, 68316.22, 10090, 10090000, 289.73
265, 9879.53, 68561.76, 10128, 10128000, 288.95
266, 9930.88, 68812.56, 10166, 10166000, 282.21
267, 9968.73, 69085.86, 10204, 10204000, 271.30
268, 10013.69, 69341.98, 10242, 10242000, 220.75
269, 10044.48, 69571.73, 10280, 10280000, 278.48
270, 10070.94, 69808.99, 10318, 10318000, 307.21
271, 10095.42, 70058.02, 10356, 10356000, 288.56
272, 10119.88, 70310.22, 10394, 10394000, 265.69
273, 10146.62, 70569.54, 10432, 10432000, 292.04
274, 10170.72, 70817.25, 10470, 10470000, 305.37
275, 10194.55, 71090.11, 10508, 10508000, 307.15
276, 10218.22, 71341.57, 10546, 10546000, 288.80
277, 10240.14, 71623.78, 10584, 10584000, 282.26
278, 10262.61, 71894.16, 10622, 10622000, 223.53
279, 10285.53, 72172.57, 10660, 10660000, 284.13
280, 10307.77, 72433.29, 10698, 10698000, 289.32
281, 10330.47, 72699.27, 10736, 10736000, 268.96
282, 10365.56, 72959.45, 10774, 10774000, 266.66
283, 10406.19, 73180.98, 10812, 10812000, 306.91
284, 10448.00, 73407.26, 10850, 10850000, 221.76
285, 10474.97, 73701.10, 10888, 10888000, 301.65
286, 10499.45, 73976.54, 10926, 10926000, 307.69
287, 10524.00, 74222.90, 10964, 10964000, 292.71
