system:
You are good global RL policy optimizer, helping me find the global optimal policy in the following environment:

# Environment:
This inverted double pendulum environment involves a cart that can be moved linearly, with one pole attached to it and a second pole attached to the other end of the first pole (leaving the second pole as the only one with a free end). The cart can be pushed left or right, and the goal is to balance the second pole on top of the first pole, which is in turn on top of the cart, by applying continuous forces to the cart.

The obverstation space consists of the following parts (in order):
- state[0]: position of the cart along the linear surface
- state[1]: sine of the angle between the cart and the first pole
- state[2]: sine of the angle between the two poles
- state[3]: cosine of the angle between the cart and the first pole
- state[4]: cosine of the angle between the two poles
- state[5]: velocity of the cart
- state[6]: angular velocity of the angle between the cart and the first pole
- state[7]: angular velocity of the angle between the two poles
- state[8]: constraint force - x

The action space is a single float number between -1 and 1, representing the force applied to the cart. The action is a continuous value that can be positive (pushing right) or negative (pushing left).

The policy is a linear policy with 10 parameters and works as follows: 
action = [state[0], state[1], state[2], state[3], state[4], state[5], state[6], state[7], state[8]] @ W + B
where 
W = [[params[0]],
     [params[1]],
     [params[2]],
     [params[3]],
     [params[4]],
     [params[5]],
     [params[6]],
     [params[7]],
     [params[8]],]
B = [params[9]]

The total reward is: reward = alive_bonus - distance_penalty - velocity_penalty.
alive_bonus: Every timestep that the Inverted Pendulum is healthy (see definition in section “Episode End”), it gets a reward of fixed value healthy_reward (default is 10).
distance_penalty: This reward is a measure of how far the tip of the second pendulum (the only free end) moves.
velocity_penalty: A negative reward to penalize the agent for moving too fast. 

The goal is to keep the second pole balanced on top of the first pole while minimizing the movement of the cart and the poles.

You will receive:
1. Numerical feedback: parameters and their rewards
2. Visual feedback: description of the agent's behavior during the episode — trajectory, instability, failure moments, and overall pattern (when available)

# Regarding the parameters **params**:
**params** is an array of 10 float numbers.
**params** values are in the range of [-6.0, 6.0] with 1 decimal place.
params represent a linear policy. 
f(params) is the episodic reward of the policy.

# Here's how we'll interact:
1. I will first provide MAX_STEPS (400) along with training examples showing past parameters and rewards.
2. I will provide visual analysis of the most recent rollout, highlighting failure modes, success patterns, and behavioral observations.
3. You will provide your response in the following exact format:
    * Line 1: a new input 'params[0]: , params[1]: , params[2]: ,..., params[9]: ', aiming to maximize the function's value f(params). 
    Please propose params values in the range of [-6.0, 6.0], with 1 decimal place.
    * Line 2: detailed explanation of why you chose that input, **explicitly referencing BOTH visual observations AND numerical trends**.
4. I will then provide the function's value f(params) at that point, and the current iteration.
5. We will repeat steps 2-4 until we reach the maximum number of iterations.

# Remember:
1. **Do not propose previously seen params.**
2. **The global optimum should be around 10000.** If you are below that, this is just a local optimum. You should explore instead of exploiting.
3. Search both positive and negative values. **During exploration, use search step size of 0.1**.

Next, you will see examples of params, there episodic reward f(params), and the trajectories the params yield.
params[0]: -1.6; params[1]: 0; params[2]: -2.5; params[3]: 4.5; params[4]: -0.5; params[5]: -5.2; params[6]: -5; params[7]: -1.8; params[8]: -3; params[9]: -3; f(params): 52.56
params[0]: -1.5; params[1]: 2.8; params[2]: -2.9; params[3]: -3.1; params[4]: 2.1; params[5]: 0.4; params[6]: 3.8; params[7]: 1.7; params[8]: 2.1; params[9]: 0.7; f(params): 53.54
params[0]: -1.6; params[1]: 0.1; params[2]: -2.4; params[3]: 4.6; params[4]: -0.4; params[5]: -5.1; params[6]: -5.1; params[7]: -1.7; params[8]: -2.9; params[9]: -3.1; f(params): 23.41
params[0]: -1.5; params[1]: 2.9; params[2]: -2.8; params[3]: -3; params[4]: 2.2; params[5]: 0.5; params[6]: 3.7; params[7]: 1.6; params[8]: 2; params[9]: 0.8; f(params): 77.47
params[0]: -1.5; params[1]: 2.9; params[2]: -2.8; params[3]: -3; params[4]: 2.2; params[5]: 0.5; params[6]: 3.7; params[7]: 1.6; params[8]: 2; params[9]: 0.8; f(params): 72.78
params[0]: -1.4; params[1]: 3; params[2]: -2.7; params[3]: -2.9; params[4]: 2.3; params[5]: 0.6; params[6]: 3.8; params[7]: 1.7; params[8]: 2.1; params[9]: 0.9; f(params): 77.95
params[0]: -1.3; params[1]: 3.1; params[2]: -2.6; params[3]: -3.1; params[4]: 2.4; params[5]: 0.7; params[6]: 3.9; params[7]: 1.8; params[8]: 2.2; params[9]: 1; f(params): 78.87
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.3; params[9]: 1.1; f(params): 73.25
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 73.69
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.7; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 84.42
params[0]: -1.4; params[1]: 3; params[2]: -2.6; params[3]: -3.1; params[4]: 2.5; params[5]: 0.6; params[6]: 3.8; params[7]: 1.7; params[8]: 2; params[9]: 0.9; f(params): 76.53
params[0]: -1.5; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 88.19
params[0]: -1.5; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 79.80
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 70.95
params[0]: -1.3; params[1]: 3.2; params[2]: -2.4; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 74.19
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 74.63
params[0]: -1.3; params[1]: 3; params[2]: -2.4; params[3]: -3; params[4]: 2.4; params[5]: 0.7; params[6]: 3.8; params[7]: 1.7; params[8]: 2; params[9]: 0.9; f(params): 77.37
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 77.46
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 79.30
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 75.13
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 80.27
params[0]: -1.1; params[1]: 3; params[2]: -2.7; params[3]: -3.1; params[4]: 2.3; params[5]: 1; params[6]: 4; params[7]: 1.7; params[8]: 2; params[9]: 0.9; f(params): 85.91
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 81.67
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 75.13
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 67.22
params[0]: -1.4; params[1]: 3.1; params[2]: -2.6; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 66.22
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.9; params[6]: 4.1; params[7]: 2; params[8]: 2.1; params[9]: 1.1; f(params): 71.87
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 75.57
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 80.24
params[0]: -1.1; params[1]: 3.3; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.9; params[6]: 4.1; params[7]: 2; params[8]: 2.2; params[9]: 1.1; f(params): 67.13
params[0]: -1; params[1]: 3.3; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 74.68
params[0]: -1.1; params[1]: 3.2; params[2]: -2.6; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 70.45
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.1; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 77.45
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 69.98
params[0]: -1; params[1]: 3.3; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 76.43
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 89.50
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.7; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 71.90
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 66.24
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.7; params[6]: 4; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 76.22
params[0]: -1.1; params[1]: 3.3; params[2]: -2.4; params[3]: -3; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 72.73
params[0]: -1; params[1]: 3.3; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.8; params[6]: 4.1; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 72.70
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4.1; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 71.40
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 76.53
params[0]: -1.2; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4.1; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 76.60
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 79.35
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 84.81
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 80.20
params[0]: -1.4; params[1]: 3; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 79.78
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 70.01
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 82.04
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 71.42
params[0]: -1.4; params[1]: 3; params[2]: -2.7; params[3]: -3.1; params[4]: 2.3; params[5]: 0.8; params[6]: 4; params[7]: 1.8; params[8]: 2; params[9]: 1; f(params): 73.73
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.5; params[5]: 0.9; params[6]: 4.1; params[7]: 2; params[8]: 2.2; params[9]: 1; f(params): 72.25
params[0]: -1.2; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 69.94
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 77.87
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 73.24
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 80.20
params[0]: -1.4; params[1]: 3.2; params[2]: -2.4; params[3]: -3.1; params[4]: 2.5; params[5]: 0.7; params[6]: 4.1; params[7]: 2; params[8]: 2.2; params[9]: 1; f(params): 77.56
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 70.93
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 78.77
params[0]: -1.3; params[1]: 3.3; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 75.10
params[0]: -1.4; params[1]: 3.2; params[2]: -2.6; params[3]: -3.2; params[4]: 2.5; params[5]: 0.9; params[6]: 4.1; params[7]: 2; params[8]: 2.1; params[9]: 1; f(params): 75.06
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 79.31
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 72.22
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 76.48
params[0]: -1.1; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 71.46
params[0]: -1.2; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 77.00
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 69.04
params[0]: -1.1; params[1]: 3.2; params[2]: -2.6; params[3]: -3.1; params[4]: 2.5; params[5]: 0.8; params[6]: 4.1; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 73.21
params[0]: -1.1; params[1]: 3.3; params[2]: -2.5; params[3]: -3; params[4]: 2.5; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 80.71
params[0]: -1.1; params[1]: 3.3; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 64.86
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 74.23
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4.1; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 67.80
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 72.81
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 81.26
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 69.09
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 69.08
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.7; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 71.91
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 72.88
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 77.97
params[0]: -1.1; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 73.74
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 89.23
params[0]: -1.3; params[1]: 3.2; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 78.49
params[0]: -1.2; params[1]: 3.1; params[2]: -2.6; params[3]: -3.2; params[4]: 2.4; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.1; params[9]: 1; f(params): 77.05
params[0]: -1.1; params[1]: 3.1; params[2]: -2.6; params[3]: -3.1; params[4]: 2.5; params[5]: 0.9; params[6]: 4; params[7]: 1.9; params[8]: 2.2; params[9]: 1; f(params): 79.78
params[0]: -1.4; params[1]: 3; params[2]: -2.7; params[3]: -3.1; params[4]: 2.5; params[5]: 1; params[6]: 4; params[7]: 2; params[8]: 2.3; params[9]: 1; f(params): 71.42
params[0]: -1.3; params[1]: 3.1; params[2]: -2.5; params[3]: -3.1; params[4]: 2.4; params[5]: 0.8; params[6]: 3.9; params[7]: 1.8; params[8]: 2.1; params[9]: 1; f(params): 70.47
