Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
54, 6.015625, 878.4700908660889, 1100, 156937, 9.1
55, 6.140625, 901.0924661159515, 1120, 160628, 184.55
56, 6.171875, 920.073582649231, 1140, 160820, 9.6
57, 6.296875, 943.7334520816803, 1160, 164879, 202.95
58, 6.3125, 1003.4638414382935, 1180, 165065, 9.3
59, 6.34375, 1025.5641243457794, 1200, 165251, 9.3
60, 6.46875, 1084.401915550232, 1220, 169478, 211.35
61, 6.5, 1105.3829278945923, 1240, 169661, 9.15
62, 6.546875, 1148.3175494670868, 1260, 170028, 18.35
63, 6.671875, 1202.6843576431274, 1280, 174136, 205.4
64, 6.921875, 1751.2274944782257, 1300, 178123, 199.35
65, 7.046875, 1774.757978439331, 1320, 182275, 207.6
66, 7.171875, 1808.5227892398834, 1340, 185692, 170.85
67, 7.234375, 1830.119235754013, 1360, 187331, 81.95
68, 7.390625, 1863.3015286922455, 1380, 191215, 194.2
69, 7.53125, 1881.2519207000732, 1400, 195331, 205.8
70, 7.65625, 1893.90070271492, 1420, 199432, 205.05
71, 7.8125, 1906.5356106758118, 1440, 203537, 205.25
72, 7.921875, 1926.2429869174957, 1460, 206739, 160.1
73, 8.0625, 1940.224274635315, 1480, 211064, 216.25
74, 8.203125, 1962.485182762146, 1500, 214848, 189.2
75, 8.234375, 1970.4825675487518, 1520, 215034, 9.3
76, 8.359375, 1988.2251679897308, 1540, 218884, 192.5
77, 8.5, 2001.4933836460114, 1560, 222684, 190.0
78, 8.625, 2016.4502594470978, 1580, 226906, 211.1
79, 8.765625, 2031.6484241485596, 1600, 230575, 183.45
80, 8.875, 2051.839202642441, 1620, 234397, 191.1
81, 9.0, 2064.4477055072784, 1640, 238477, 204.0
82, 9.140625, 2085.089923143387, 1660, 242915, 221.9
83, 9.265625, 2097.797425031662, 1680, 246741, 191.3
84, 9.40625, 2119.346179008484, 1700, 250607, 193.3
85, 9.546875, 2134.087111234665, 1720, 254414, 190.35
86, 9.59375, 2151.1176705360413, 1740, 254602, 9.4
87, 9.71875, 2177.0978021621704, 1760, 258760, 207.9
88, 9.875, 2205.932326555252, 1780, 263313, 227.65
89, 10.015625, 2219.986405134201, 1800, 267293, 199.0
90, 10.15625, 2235.7149271965027, 1820, 271128, 191.75
91, 10.3125, 2248.971785068512, 1840, 275495, 218.35
92, 10.453125, 2261.451706647873, 1860, 279437, 197.1
93, 10.59375, 2277.0686705112457, 1880, 283516, 203.95
94, 10.734375, 2283.9921929836273, 1900, 287557, 202.05
95, 10.765625, 2291.918658018112, 1920, 287743, 9.3
96, 10.875, 2302.1708822250366, 1940, 291567, 191.2
97, 11.0, 2318.6269900798798, 1960, 295348, 189.05
98, 11.109375, 2332.1563680171967, 1980, 298846, 174.9
99, 11.265625, 2354.003877878189, 2000, 302911, 203.25
100, 11.40625, 2366.26966381073, 2020, 306932, 201.05
101, 11.546875, 2409.3746254444122, 2040, 310997, 203.25
102, 11.671875, 2423.165336370468, 2060, 314891, 194.7
103, 11.828125, 2457.7361373901367, 2080, 318962, 203.55
104, 11.96875, 2486.4001824855804, 2100, 323109, 207.35
105, 12.09375, 2499.5705325603485, 2120, 325889, 139.0
106, 12.234375, 2507.01131439209, 2140, 330179, 214.5
107, 12.375, 2531.3010025024414, 2160, 334516, 216.85
108, 12.5, 2563.441137075424, 2180, 338417, 195.05
109, 12.640625, 2574.2630615234375, 2200, 342582, 208.25
110, 12.796875, 2590.5200045108795, 2220, 346546, 198.2
111, 12.9375, 2601.6836354732513, 2240, 350568, 201.1
112, 13.078125, 2636.055500984192, 2260, 354928, 218.0
113, 13.203125, 2646.6664848327637, 2280, 359219, 214.55
114, 13.34375, 2655.1430435180664, 2300, 363472, 212.65
115, 13.375, 2669.8081946372986, 2320, 363657, 9.25
116, 13.484375, 2689.3471751213074, 2340, 367515, 192.9
117, 13.609375, 2737.3530547618866, 2360, 371263, 187.4
118, 13.78125, 2756.1321341991425, 2380, 375605, 217.1
119, 13.921875, 2779.967434644699, 2400, 379569, 198.2
120, 13.96875, 2839.90349149704, 2420, 379760, 9.55
121, 14.078125, 2858.77561545372, 2440, 383724, 198.2
122, 14.203125, 2872.612634897232, 2460, 387720, 199.8
123, 14.328125, 2891.907452583313, 2480, 391516, 189.8
124, 14.4375, 2915.7599942684174, 2500, 395451, 196.75
125, 14.59375, 3005.749379634857, 2520, 399542, 204.55
126, 14.734375, 3022.450961828232, 2540, 403330, 189.4
127, 14.859375, 3040.754964828491, 2560, 407266, 196.8
128, 15.0, 3060.5660498142242, 2580, 411193, 196.35
129, 15.140625, 3082.389105319977, 2600, 415111, 195.9
130, 15.265625, 3173.9243154525757, 2620, 419346, 211.75
131, 15.390625, 3194.0672302246094, 2640, 423375, 201.45
132, 15.53125, 3243.4251551628113, 2660, 427315, 197.0
133, 15.65625, 3260.9762768745422, 2680, 431016, 185.05
134, 15.78125, 3280.171910762787, 2700, 434725, 185.45
135, 15.90625, 3295.119924068451, 2720, 438848, 206.15
136, 16.015625, 3304.90744638443, 2740, 442984, 206.8
137, 16.171875, 3324.1950283050537, 2760, 447019, 201.75
138, 16.3125, 3378.7082974910736, 2780, 450857, 191.9
139, 16.421875, 3388.9517679214478, 2800, 453561, 135.2
140, 16.5625, 3399.0306017398834, 2820, 457740, 208.95
141, 16.671875, 3410.029715538025, 2840, 461036, 164.8
142, 16.796875, 3426.5661175251007, 2860, 464780, 187.2
143, 16.9375, 3457.0469932556152, 2880, 468963, 209.15
144, 17.09375, 3471.408088207245, 2900, 472987, 201.2
145, 17.234375, 3482.679513692856, 2920, 476890, 195.15
146, 17.359375, 3493.6330132484436, 2940, 480911, 201.05
147, 17.5, 3506.464871406555, 2960, 485190, 213.95
148, 17.625, 3524.874531507492, 2980, 488976, 189.3
149, 17.765625, 3533.9128017425537, 3000, 493093, 205.85
150, 17.890625, 3548.7361164093018, 3020, 497406, 215.65
151, 18.015625, 3561.1902062892914, 3040, 501330, 196.2
152, 18.140625, 3584.2070858478546, 3060, 505293, 198.15
153, 18.265625, 3598.826589822769, 3080, 509246, 197.65
154, 18.40625, 3637.097738981247, 3100, 513218, 198.6
155, 18.4375, 3678.0472807884216, 3120, 513405, 9.35
156, 18.5625, 3691.5094327926636, 3140, 517260, 192.75
157, 18.6875, 3718.1416895389557, 3160, 521235, 198.75
158, 18.8125, 3729.3991725444794, 3180, 525206, 198.55
159, 18.96875, 3743.4783840179443, 3200, 529321, 205.75
160, 19.109375, 3775.908775806427, 3220, 533525, 210.2
161, 19.25, 3803.334307193756, 3240, 537587, 203.1
162, 19.390625, 3850.0679948329926, 3260, 541497, 195.5
163, 19.515625, 3880.115861415863, 3280, 545427, 196.5
164, 19.671875, 3898.1303396224976, 3300, 549430, 200.15
165, 19.8125, 3907.6922385692596, 3320, 553495, 203.25
166, 19.859375, 3943.9973635673523, 3340, 554800, 65.25
167, 20.0, 3956.4449186325073, 3360, 558800, 200.0
168, 20.015625, 3974.7701132297516, 3380, 558988, 9.4
169, 20.140625, 3982.1548750400543, 3400, 562849, 193.05
170, 20.265625, 3990.7674429416656, 3420, 566947, 204.9
171, 20.40625, 4008.0998973846436, 3440, 570740, 189.65
172, 20.53125, 4017.4060158729553, 3460, 574808, 203.4
173, 20.671875, 4067.1458683013916, 3480, 578727, 195.95
174, 20.796875, 4077.7761578559875, 3500, 582562, 191.75
175, 20.9375, 4095.8349792957306, 3520, 585982, 171.0
176, 20.953125, 4122.7487988471985, 3540, 586174, 9.6
177, 21.09375, 4162.790835380554, 3560, 590065, 194.55
178, 21.125, 4218.546575546265, 3580, 590251, 9.3
179, 21.25, 4260.6681616306305, 3600, 594193, 197.1
180, 21.390625, 4295.589876174927, 3620, 598264, 203.55
181, 21.515625, 4338.544449806213, 3640, 601885, 181.05
182, 21.640625, 4385.454034805298, 3660, 606081, 209.8
183, 21.765625, 4441.657929420471, 3680, 610067, 199.3
184, 21.859375, 4679.393165588379, 3700, 610931, 43.2
185, 22.0, 4693.944667339325, 3720, 615050, 205.95
186, 22.140625, 4714.228629350662, 3740, 618788, 186.9
187, 22.28125, 4749.132071018219, 3760, 623134, 217.3
188, 22.40625, 4767.945709705353, 3780, 627111, 198.85
189, 22.53125, 4790.9373552799225, 3800, 630993, 194.1
190, 22.65625, 4818.415881156921, 3820, 634974, 199.05
191, 22.765625, 4834.60947561264, 3840, 638795, 191.05
192, 22.890625, 4862.176074743271, 3860, 642645, 192.5
193, 23.046875, 4874.534933805466, 3880, 646560, 195.75
194, 23.171875, 4908.250703334808, 3900, 650753, 209.65
195, 23.328125, 4934.584733963013, 3920, 654845, 204.6
196, 23.453125, 4947.961350917816, 3940, 658466, 181.05
197, 23.578125, 4959.227677345276, 3960, 662102, 181.8
198, 23.703125, 4977.795839309692, 3980, 665859, 187.85
199, 23.828125, 4990.241928100586, 4000, 669962, 205.15
200, 23.953125, 5018.014717340469, 4020, 673732, 188.5
201, 23.984375, 5041.736333370209, 4040, 673912, 9.0
202, 24.0, 5064.468694925308, 4060, 674099, 9.35
203, 24.046875, 5072.650460720062, 4080, 674284, 9.25
204, 24.1875, 5081.768248558044, 4100, 678715, 221.55
205, 24.3125, 5088.751432418823, 4120, 683143, 221.4
206, 24.4375, 5093.922607898712, 4140, 686718, 178.75
207, 24.5625, 5101.515412569046, 4160, 690974, 212.8
208, 24.703125, 5110.556675672531, 4180, 695335, 218.05
209, 24.828125, 5119.169025182724, 4200, 699141, 190.3
210, 24.96875, 5127.748537778854, 4220, 703383, 212.1
211, 25.09375, 5133.3322920799255, 4240, 707202, 190.95
212, 25.25, 5140.769727706909, 4260, 711836, 231.7
213, 25.375, 5154.080905199051, 4280, 715870, 201.7
214, 25.53125, 5164.896337985992, 4300, 720483, 230.65
215, 25.640625, 5174.160727024078, 4320, 724089, 180.3
216, 25.796875, 5184.982225418091, 4340, 728179, 204.5
217, 25.96875, 5197.083626747131, 4360, 732958, 238.95
218, 26.09375, 5205.007682085037, 4380, 736749, 189.55
219, 26.234375, 5215.371400594711, 4400, 741260, 225.55
220, 26.40625, 5223.57443523407, 4420, 745972, 235.6
221, 26.546875, 5238.280434846878, 4440, 750151, 208.95
222, 26.6875, 5246.611805677414, 4460, 754643, 224.6
223, 26.828125, 5258.8378574848175, 4480, 759214, 228.55
224, 26.984375, 5272.523695707321, 4500, 763534, 216.0
225, 27.140625, 5282.5621564388275, 4520, 768011, 223.85
226, 27.28125, 5297.446847438812, 4540, 772557, 227.3
227, 27.421875, 5306.8967435359955, 4560, 776745, 209.4
228, 27.5625, 5318.52227640152, 4580, 780597, 192.6
229, 27.703125, 5329.329407930374, 4600, 784971, 218.7
230, 27.828125, 5340.233831882477, 4620, 789278, 215.35
231, 27.984375, 5351.01593875885, 4640, 793757, 223.95
232, 28.140625, 5364.858636856079, 4660, 798275, 225.9
233, 28.28125, 5373.8353707790375, 4680, 802415, 207.0
234, 28.421875, 5388.91001367569, 4700, 806812, 219.85
235, 28.5625, 5400.350296974182, 4720, 810966, 207.7
236, 28.734375, 5413.419944524765, 4740, 816542, 278.8
237, 28.875, 5429.512641429901, 4760, 821118, 228.8
238, 29.0, 5436.343515396118, 4780, 825045, 196.35
239, 29.171875, 5449.226091146469, 4800, 830369, 266.2
240, 29.328125, 5460.409291982651, 4820, 835842, 273.65
241, 29.609375, 5474.801279067993, 4840, 844608, 438.3
242, 29.84375, 5482.580258369446, 4860, 852486, 393.9
243, 30.078125, 5492.853880643845, 4880, 859507, 351.05
244, 30.421875, 5502.765125751495, 4900, 868364, 442.85
245, 30.6875, 5513.564558506012, 4920, 877314, 447.5
246, 30.921875, 5525.749356508255, 4940, 884700, 369.3
247, 31.21875, 5537.014892578125, 4960, 894021, 466.05
248, 31.5, 5548.119971036911, 4980, 903407, 469.3
249, 31.765625, 5558.7291741371155, 5000, 912464, 452.85
250, 32.015625, 5568.459023475647, 5020, 921560, 454.8
251, 32.296875, 5579.963091135025, 5040, 931000, 472.0
252, 32.515625, 5592.129535913467, 5060, 937853, 342.65
253, 32.765625, 5603.754216909409, 5080, 945260, 370.35
254, 33.0, 5615.400281190872, 5100, 952962, 385.1
255, 33.265625, 5626.41180229187, 5120, 961479, 425.85
256, 33.5625, 5636.288649559021, 5140, 970963, 474.2
257, 33.6875, 5646.900753259659, 5160, 975196, 211.65
258, 33.9375, 5654.576047420502, 5180, 982939, 387.15
259, 34.21875, 5668.883186578751, 5200, 991743, 440.2
260, 34.484375, 5678.365262508392, 5220, 1001030, 464.35
261, 34.78125, 5688.134095668793, 5240, 1010864, 491.7
262, 35.078125, 5695.862150192261, 5260, 1020362, 474.9
263, 35.34375, 5703.882835865021, 5280, 1029199, 441.85
264, 35.59375, 5715.241585254669, 5300, 1037527, 416.4
265, 35.90625, 5723.836852550507, 5320, 1046589, 453.1
266, 36.171875, 5737.231904268265, 5340, 1055351, 438.1
267, 36.4375, 5749.033584356308, 5360, 1064281, 446.5
268, 36.75, 5764.307724237442, 5380, 1074074, 489.65
269, 37.046875, 5776.064174175262, 5400, 1083099, 451.25
270, 37.3125, 5798.596443891525, 5420, 1092123, 451.2
271, 37.59375, 5813.14563369751, 5440, 1101276, 457.65
272, 37.828125, 5824.342082023621, 5460, 1108668, 369.6
273, 38.140625, 5844.06204867363, 5480, 1118206, 476.9
274, 38.4375, 5857.94660615921, 5500, 1128068, 493.1
275, 38.703125, 5867.718692302704, 5520, 1137031, 448.15
276, 38.9375, 5875.518384695053, 5540, 1144177, 357.3
277, 39.203125, 5886.439977645874, 5560, 1153079, 445.1
278, 39.34375, 5908.96971487999, 5580, 1157817, 236.9
279, 39.53125, 5924.0095455646515, 5600, 1163599, 289.1
280, 39.703125, 5941.488978862762, 5620, 1169292, 284.65
281, 39.890625, 5966.727049589157, 5640, 1175691, 319.95
282, 40.1875, 5986.867844820023, 5660, 1184695, 450.2
283, 40.453125, 5999.848690748215, 5680, 1193493, 439.9
284, 40.640625, 6009.245304107666, 5700, 1199920, 321.35
285, 40.9375, 6017.046810865402, 5720, 1209570, 482.5
286, 41.21875, 6032.812983751297, 5740, 1218996, 471.3
287, 41.40625, 6046.54322385788, 5760, 1224656, 283.0
288, 41.703125, 6062.7775893211365, 5780, 1234242, 479.3
289, 41.90625, 6072.476458311081, 5800, 1240837, 329.75
290, 42.203125, 6082.94745349884, 5820, 1250169, 466.6
291, 42.421875, 6095.993254184723, 5840, 1257645, 373.8
292, 42.59375, 6112.964401483536, 5860, 1262428, 239.15
293, 42.796875, 6125.035435438156, 5880, 1269048, 331.0
294, 43.078125, 6136.411325454712, 5900, 1278428, 469.0
295, 43.3125, 6154.2734134197235, 5920, 1285618, 359.5
296, 43.53125, 6164.75320148468, 5940, 1292210, 329.6
297, 43.859375, 6170.96910738945, 5960, 1301889, 483.95
298, 44.0625, 6187.775391101837, 5980, 1308279, 319.5
299, 44.328125, 6208.048419237137, 6000, 1317373, 454.7
300, 44.546875, 6217.760289430618, 6020, 1324507, 356.7
301, 44.765625, 6231.352277517319, 6040, 1332035, 376.4
302, 45.078125, 6243.665850877762, 6060, 1340632, 429.85
303, 45.28125, 6249.2918655872345, 6080, 1347555, 346.15
304, 45.5, 6263.968819141388, 6100, 1354330, 338.75
305, 45.78125, 6276.773672580719, 6120, 1363702, 468.6
306, 46.078125, 6284.898566007614, 6140, 1372920, 460.9
307, 46.34375, 6299.444797277451, 6160, 1382383, 473.15
308, 46.578125, 6314.739582300186, 6180, 1389833, 372.5
309, 46.875, 6323.451727628708, 6200, 1398747, 445.7
310, 47.1875, 6329.630955696106, 6220, 1408422, 483.75
311, 47.46875, 6350.24581694603, 6240, 1417973, 477.55
312, 47.765625, 6356.103556871414, 6260, 1427695, 486.1
313, 48.0625, 6370.288307189941, 6280, 1436377, 434.1
314, 48.34375, 6380.912641048431, 6300, 1445629, 462.6
315, 48.65625, 6389.626170635223, 6320, 1454939, 465.5
316, 48.875, 6397.512406587601, 6340, 1461680, 337.05
317, 49.0625, 6402.83789563179, 6360, 1468125, 322.25
318, 49.265625, 6415.328959226608, 6380, 1475150, 351.25
319, 49.5625, 6425.840535163879, 6400, 1484147, 449.85
320, 49.84375, 6437.432359695435, 6420, 1493568, 471.05
321, 50.078125, 6450.08888053894, 6440, 1500161, 329.65
322, 50.34375, 6465.15399980545, 6460, 1509403, 462.1
323, 50.609375, 6471.766965150833, 6480, 1518336, 446.65
324, 50.890625, 6484.488660335541, 6500, 1528106, 488.5
325, 51.1875, 6491.748326539993, 6520, 1537592, 474.3
326, 51.453125, 6512.498907089233, 6540, 1546462, 443.5
327, 51.640625, 6524.510809659958, 6560, 1552980, 325.9
328, 51.859375, 6537.173939228058, 6580, 1560395, 370.75
329, 52.140625, 6545.755764961243, 6600, 1569712, 465.85
330, 52.4375, 6557.912364721298, 6620, 1579244, 476.6
331, 52.6875, 6569.86656999588, 6640, 1587391, 407.35
332, 53.0, 6575.512474298477, 6660, 1597037, 482.3
333, 53.1875, 6581.252835035324, 6680, 1603079, 302.1
334, 53.375, 6593.976836919785, 6700, 1609768, 334.45
335, 53.640625, 6600.577092885971, 6720, 1618695, 446.35
336, 53.859375, 6608.972997426987, 6740, 1626040, 367.25
337, 54.15625, 6615.478442668915, 6760, 1635368, 466.4
338, 54.4375, 6620.655470371246, 6780, 1644530, 458.1
339, 54.71875, 6628.18137717247, 6800, 1653807, 463.85
340, 54.96875, 6638.341718196869, 6820, 1662020, 410.65
341, 55.171875, 6651.461317777634, 6840, 1668638, 330.9
342, 55.46875, 6664.800986051559, 6860, 1677863, 461.25
343, 55.78125, 6672.069266080856, 6880, 1687312, 472.45
344, 55.9375, 6685.580097436905, 6900, 1692313, 250.05
345, 56.1875, 6696.1345455646515, 6920, 1699633, 366.0
346, 56.4375, 6706.70164847374, 6940, 1707693, 403.0
347, 56.703125, 6716.339555025101, 6960, 1716776, 454.15
348, 56.875, 6731.596129417419, 6980, 1721641, 243.25
349, 57.0625, 6748.3364470005035, 7000, 1727478, 291.85
350, 57.328125, 6764.113016843796, 7020, 1736891, 470.65
351, 57.625, 6770.011205196381, 7040, 1746086, 459.75
352, 57.796875, 6783.0529017448425, 7060, 1751134, 252.4
353, 58.0, 6792.05285692215, 7080, 1758359, 361.25
354, 58.296875, 6802.936268091202, 7100, 1768011, 482.6
355, 58.5, 6816.590085744858, 7120, 1773980, 298.45
356, 58.796875, 6831.820001602173, 7140, 1780788, 340.4
357, 59.109375, 6848.948739767075, 7160, 1790137, 467.45
358, 59.34375, 6856.511480093002, 7180, 1798531, 419.7
359, 59.671875, 6865.509738922119, 7200, 1807387, 442.8
360, 59.96875, 6881.492007732391, 7220, 1816587, 460.0
361, 60.234375, 6898.786820888519, 7240, 1825499, 445.6
362, 60.5, 6913.364024400711, 7260, 1833681, 409.1
363, 60.78125, 6921.904352903366, 7280, 1843053, 468.6
364, 61.03125, 6930.584316968918, 7300, 1851911, 442.9
365, 61.296875, 6942.657062768936, 7320, 1860773, 443.1
366, 61.578125, 6954.567668199539, 7340, 1870007, 461.7
367, 61.890625, 6965.969927072525, 7360, 1879783, 488.8
368, 62.15625, 6971.32536149025, 7380, 1888727, 447.2
369, 62.4375, 6978.563758611679, 7400, 1898061, 466.7
370, 62.640625, 6988.896024942398, 7420, 1904538, 323.85
371, 62.9375, 6998.278585195541, 7440, 1914075, 476.85
372, 63.203125, 7008.751013994217, 7460, 1923218, 457.15
373, 63.453125, 7016.629571199417, 7480, 1931380, 408.1
374, 63.65625, 7029.0120759010315, 7500, 1938408, 351.4
375, 63.921875, 7055.9806270599365, 7520, 1947657, 462.45
376, 64.09375, 7063.441670894623, 7540, 1953257, 280.0
377, 64.46875, 7075.79934835434, 7560, 1959673, 320.8
378, 64.765625, 7082.4212329387665, 7580, 1968948, 463.75
379, 65.09375, 7095.050058841705, 7600, 1978360, 470.6
380, 65.296875, 7107.391860485077, 7620, 1984488, 306.4
381, 65.5625, 7117.591029882431, 7640, 1994026, 476.9
382, 65.796875, 7135.308108329773, 7660, 2001332, 365.3
383, 65.984375, 7147.304343700409, 7680, 2007282, 297.5
384, 66.28125, 7153.1401653289795, 7700, 2016828, 477.3
385, 66.546875, 7169.844255685806, 7720, 2025849, 451.05
386, 66.796875, 7180.7345814704895, 7740, 2034670, 441.05
387, 67.15625, 7189.216459274292, 7760, 2044222, 477.6
388, 67.421875, 7205.230973005295, 7780, 2052510, 414.4
389, 67.734375, 7212.709619045258, 7800, 2061906, 469.8
390, 68.0625, 7219.091842889786, 7820, 2070248, 417.1
391, 68.40625, 7236.183941602707, 7840, 2079561, 465.65
392, 68.8125, 7243.729156494141, 7860, 2089110, 477.45
393, 69.109375, 7251.976143360138, 7880, 2098489, 468.95
394, 69.421875, 7258.411212205887, 7900, 2107309, 441.0
395, 69.75, 7267.576600790024, 7920, 2116832, 476.15
396, 70.046875, 7281.738387107849, 7940, 2125986, 457.7
397, 70.359375, 7291.617686748505, 7960, 2135523, 476.85
398, 70.625, 7301.007682561874, 7980, 2144728, 460.25
399, 70.890625, 7316.128536701202, 8000, 2154026, 464.9
400, 71.09375, 7329.285273075104, 8020, 2161236, 360.5
