Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
149, 317.45, 3835.06, 3160, 377822, 148.81
150, 319.22, 3876.61, 3181, 378654, 4.95
151, 320.06, 3931.24, 3202, 379545, 60.68
152, 321.34, 3962.04, 3223, 382541, 142.05
153, 322.92, 3997.02, 3244, 384602, 104.39
154, 325.14, 4027.03, 3265, 387346, 90.92
155, 327.84, 4064.28, 3286, 390868, 121.21
156, 329.83, 4093.58, 3307, 393031, 112.40
157, 332.81, 4118.28, 3328, 396730, 171.61
158, 335.52, 4144.10, 3349, 399936, 134.27
159, 337.38, 4176.40, 3370, 400850, 19.84
160, 339.28, 4205.90, 3391, 403970, 146.64
161, 341.23, 4232.61, 3412, 407468, 140.16
162, 343.98, 4260.17, 3433, 411078, 142.30
163, 347.09, 4290.33, 3454, 414151, 129.17
164, 349.28, 4326.46, 3475, 416924, 101.88
165, 351.61, 4350.90, 3496, 419385, 196.50
166, 353.53, 4382.97, 3517, 422697, 137.92
167, 354.70, 4420.65, 3538, 423015, 1.28
168, 357.91, 4442.23, 3559, 426648, 159.88
169, 361.83, 4473.92, 3580, 430215, 145.54
170, 364.39, 4497.05, 3601, 433160, 110.15
171, 366.31, 4530.59, 3622, 434596, 73.57
172, 369.73, 4558.66, 3643, 438693, 176.09
173, 373.56, 4589.25, 3664, 441646, 99.16
174, 375.88, 4623.14, 3685, 444604, 126.57
175, 378.12, 4652.23, 3706, 448252, 131.86
176, 380.88, 4675.91, 3727, 452493, 152.98
177, 383.12, 4702.74, 3748, 456082, 137.30
178, 385.12, 4734.19, 3769, 459042, 106.24
179, 386.91, 4764.80, 3790, 462848, 161.12
180, 388.73, 4789.84, 3811, 465838, 99.73
181, 390.61, 4816.28, 3832, 468734, 105.47
182, 392.67, 4857.50, 3853, 470650, 50.17
183, 395.03, 4891.50, 3874, 474016, 154.62
184, 397.27, 4913.38, 3895, 477597, 126.25
185, 398.98, 4971.45, 3916, 479751, 111.85
186, 401.86, 5025.95, 3937, 483089, 127.47
187, 404.89, 5049.26, 3958, 486422, 126.05
188, 406.22, 5072.14, 3979, 486750, 2.19
189, 408.19, 5101.62, 4000, 490061, 150.36
190, 410.27, 5135.74, 4021, 492559, 87.38
191, 412.67, 5184.26, 4042, 497526, 220.24
192, 414.67, 5218.65, 4063, 500741, 122.22
193, 417.27, 5252.26, 4084, 503966, 95.32
194, 419.84, 5286.97, 4105, 507455, 128.24
195, 422.50, 5321.09, 4126, 510951, 172.41
196, 424.19, 5366.87, 4147, 511676, -0.93
197, 425.05, 5405.95, 4168, 511915, 1.36
198, 426.22, 5436.40, 4189, 513403, 32.53
199, 428.86, 5462.63, 4210, 517439, 171.13
200, 431.67, 5504.61, 4231, 519617, 59.07
201, 434.09, 5535.70, 4252, 522967, 160.43
202, 435.56, 5573.96, 4273, 523708, 14.07
203, 437.31, 5598.14, 4294, 527007, 150.78
204, 438.78, 5629.89, 4315, 528140, 67.29
205, 440.39, 5660.38, 4336, 531554, 157.93
206, 443.12, 5696.26, 4357, 534337, 79.42
207, 446.45, 5742.67, 4378, 538028, 179.22
208, 449.17, 5775.87, 4399, 541729, 160.40
209, 451.48, 5811.70, 4420, 543971, 116.08
210, 453.88, 5847.21, 4441, 547549, 147.28
211, 457.70, 5883.16, 4462, 550929, 160.86
212, 460.34, 5926.90, 4483, 553309, 122.09
213, 462.55, 5978.12, 4504, 556086, 137.36
214, 464.98, 6002.91, 4525, 559795, 159.05
215, 467.89, 6064.39, 4546, 563763, 183.82
216, 470.30, 6097.42, 4567, 567935, 166.97
217, 473.98, 6124.39, 4588, 571767, 161.29
218, 477.36, 6153.09, 4609, 575583, 147.61
219, 480.69, 6184.71, 4630, 579388, 150.05
220, 484.41, 6214.25, 4651, 583672, 176.25
221, 486.14, 6244.98, 4672, 584908, 52.35
222, 489.27, 6285.43, 4693, 588445, 174.33
223, 492.64, 6316.97, 4714, 592434, 168.62
224, 494.47, 6353.88, 4735, 593917, 86.16
225, 496.25, 6392.78, 4756, 597236, 152.10
226, 497.66, 6431.74, 4777, 598824, 53.42
227, 499.20, 6464.65, 4798, 601957, 152.80
228, 502.12, 6492.82, 4819, 604622, 134.29
229, 505.39, 6518.86, 4840, 608350, 159.83
230, 507.41, 6571.67, 4861, 610775, 123.84
231, 510.16, 6614.62, 4882, 613797, 130.16
232, 512.69, 6654.29, 4903, 617480, 148.52
233, 516.53, 6688.45, 4924, 621252, 164.54
234, 518.62, 6727.30, 4945, 622826, 85.37
235, 520.39, 6761.11, 4966, 625131, 118.51
236, 522.94, 6807.60, 4987, 628859, 180.59
237, 525.22, 6845.23, 5008, 632701, 160.36
238, 527.05, 6882.70, 5029, 635434, 123.53
239, 530.25, 6914.03, 5050, 639092, 155.32
240, 533.23, 6961.70, 5071, 640387, 63.43
241, 535.38, 7001.15, 5092, 644042, 180.07
242, 538.64, 7050.37, 5113, 647610, 152.46
243, 541.58, 7097.88, 5134, 650108, 122.44
244, 543.73, 7141.68, 5155, 652621, 128.22
245, 546.03, 7174.58, 5176, 654312, 43.90
246, 547.94, 7217.24, 5197, 656686, 125.64
247, 549.81, 7249.50, 5218, 659155, 123.25
248, 552.41, 7282.03, 5239, 662568, 140.03
249, 554.09, 7321.81, 5260, 665065, 126.73
250, 556.05, 7349.89, 5281, 668871, 164.23
251, 557.78, 7384.09, 5302, 671286, 125.05
252, 559.66, 7418.08, 5323, 673247, 56.20
253, 561.67, 7454.33, 5344, 675519, 121.64
254, 564.03, 7485.36, 5365, 679266, 166.51
255, 566.31, 7523.27, 5386, 681731, 77.29
256, 570.44, 7556.92, 5407, 686003, 173.31
257, 573.59, 7595.86, 5428, 690181, 168.18
258, 576.11, 7650.90, 5449, 691837, 70.72
259, 578.42, 7681.40, 5470, 695554, 160.44
260, 580.12, 7732.18, 5491, 698958, 159.24
261, 582.36, 7772.62, 5512, 702196, 155.86
262, 584.55, 7811.28, 5533, 705706, 152.05
263, 587.00, 7853.90, 5554, 709072, 152.71
264, 589.14, 7896.09, 5575, 711651, 127.29
265, 591.27, 7942.36, 5596, 714530, 141.25
266, 592.88, 7986.95, 5617, 715992, 78.68
267, 595.19, 8026.56, 5638, 719558, 163.41
268, 597.88, 8071.27, 5659, 723227, 148.70
269, 600.09, 8105.22, 5680, 726714, 158.62
270, 602.78, 8147.63, 5701, 729551, 133.73
271, 604.14, 8184.12, 5722, 730490, 22.79
272, 606.08, 8209.83, 5743, 734367, 162.24
273, 608.69, 8247.06, 5764, 737676, 157.19
274, 610.58, 8292.08, 5785, 740077, 120.84
275, 612.72, 8315.82, 5806, 743939, 159.66
276, 614.67, 8356.46, 5827, 746160, 102.71
277, 616.72, 8387.45, 5848, 748839, 133.39
278, 619.05, 8432.62, 5869, 752315, 149.18
279, 621.70, 8464.10, 5890, 756173, 168.40
280, 623.25, 8511.95, 5911, 757194, 27.31
281, 625.25, 8549.16, 5932, 760644, 148.45
282, 627.14, 8595.92, 5953, 761764, 29.37
283, 629.34, 8629.96, 5974, 765458, 153.87
284, 632.33, 8684.82, 5995, 768805, 160.78
285, 634.41, 8716.89, 6016, 771698, 138.79
286, 636.08, 8756.32, 6037, 774389, 129.80
287, 638.02, 8797.76, 6058, 777963, 151.27
288, 639.25, 8828.68, 6079, 778492, -2.19
289, 640.59, 8859.51, 6100, 781121, 131.93
290, 642.09, 8898.65, 6121, 783093, 66.22
291, 644.42, 8948.81, 6143, 786829, 158.06
292, 645.97, 8984.99, 6164, 790069, 154.73
293, 647.36, 9018.43, 6185, 792152, 108.82
294, 648.97, 9048.16, 6206, 795719, 158.47
295, 650.14, 9091.57, 6227, 797640, 113.02
296, 651.91, 9139.49, 6248, 801001, 143.35
297, 653.62, 9211.55, 6269, 804204, 151.27
298, 655.28, 9251.94, 6290, 807736, 149.20
299, 657.11, 9296.37, 6311, 811467, 174.92
300, 658.20, 9334.93, 6332, 813139, 65.52
301, 659.42, 9382.67, 6353, 815497, 122.77
302, 660.30, 9439.29, 6374, 816245, -11.42
303, 661.66, 9487.78, 6395, 818510, 118.00
304, 663.38, 9537.22, 6416, 822076, 172.70
305, 664.36, 9573.44, 6437, 823028, 17.62
306, 666.06, 9616.23, 6458, 826993, 171.67
307, 667.92, 9662.57, 6479, 830845, 162.40
308, 670.05, 9710.67, 6500, 834828, 188.28
309, 671.62, 9741.85, 6521, 837697, 134.39
310, 673.31, 9780.44, 6542, 841574, 160.23
311, 675.17, 9811.27, 6563, 845205, 151.47
312, 676.47, 9868.37, 6584, 846872, 87.64
313, 677.89, 9901.44, 6605, 850224, 146.86
314, 680.09, 9959.72, 6626, 854916, 187.80
315, 681.34, 10000.97, 6647, 856962, 108.46
316, 682.72, 10042.66, 6668, 859649, 131.66
317, 684.12, 10088.68, 6689, 861964, 117.73
318, 685.47, 10155.89, 6710, 864462, 127.00
319, 686.80, 10183.17, 6731, 867035, 130.39
320, 688.42, 10218.34, 6752, 870495, 143.79
321, 689.95, 10270.86, 6773, 873311, 117.03
322, 691.69, 10307.87, 6794, 877202, 164.63
323, 693.16, 10346.59, 6815, 879373, 111.07
324, 694.61, 10377.92, 6836, 882174, 139.45
325, 695.92, 10419.94, 6857, 884393, 82.46
326, 697.25, 10458.30, 6878, 887058, 130.99
327, 698.56, 10495.04, 6900, 887466, -1.61
328, 699.78, 10547.10, 6921, 889956, 127.52
329, 701.17, 10587.23, 6942, 892525, 129.13
330, 702.91, 10621.09, 6963, 896231, 156.81
331, 704.41, 10667.77, 6984, 898620, 109.39
332, 706.05, 10710.56, 7005, 902095, 149.60
333, 707.77, 10757.20, 7026, 905650, 151.95
334, 709.64, 10825.34, 7047, 909833, 197.12
335, 711.42, 10867.83, 7068, 913218, 149.67
336, 713.20, 10964.14, 7089, 916565, 150.88
337, 714.00, 11006.71, 7110, 916973, 1.42
338, 715.16, 11059.51, 7131, 919178, 115.16
339, 716.80, 11099.58, 7152, 922432, 158.56
340, 718.59, 11140.80, 7173, 926304, 170.55
341, 719.52, 11198.14, 7194, 926663, -8.87
342, 720.89, 11260.61, 7216, 927952, 20.67
343, 722.39, 11297.01, 7237, 931542, 150.10
344, 724.12, 11330.13, 7258, 934913, 138.34
345, 725.47, 11368.88, 7279, 936926, 97.00
346, 726.88, 11416.93, 7300, 939880, 137.94
347, 728.42, 11484.02, 7321, 942750, 136.20
348, 729.92, 11541.37, 7342, 945418, 128.12
349, 731.45, 11595.36, 7363, 948595, 154.45
350, 732.73, 11692.41, 7384, 949937, 43.65
351, 733.52, 11736.53, 7405, 950492, 38.47
352, 734.58, 11782.30, 7426, 952590, 112.54
353, 736.16, 11821.21, 7447, 956024, 155.55
354, 737.61, 11880.45, 7468, 958735, 139.94
355, 738.94, 11911.01, 7489, 961076, 120.51
356, 740.30, 11950.66, 7510, 963653, 120.32
357, 741.77, 12000.15, 7531, 966070, 121.00
358, 743.14, 12055.90, 7552, 968350, 115.99
359, 744.81, 12095.93, 7573, 971767, 167.24
360, 746.23, 12138.61, 7594, 974419, 135.74
361, 747.73, 12168.96, 7615, 977322, 124.42
362, 749.45, 12203.65, 7636, 980556, 129.43
363, 751.06, 12239.86, 7657, 983476, 120.17
364, 752.42, 12296.65, 7678, 985761, 81.54
365, 753.78, 12346.08, 7699, 988967, 152.70
366, 755.47, 12392.55, 7720, 992481, 148.84
367, 757.38, 12431.59, 7741, 996241, 156.35
368, 759.00, 12496.37, 7762, 999239, 141.65
369, 761.20, 12559.95, 7783, 1004226, 210.09
370, 763.05, 12618.97, 7804, 1007183, 135.57
371, 765.48, 12677.58, 7826, 1010773, 161.62
372, 766.92, 12717.85, 7847, 1013206, 122.52
373, 768.42, 12757.15, 7868, 1015559, 116.39
374, 770.16, 12788.01, 7889, 1019552, 164.51
375, 772.02, 12848.09, 7910, 1023114, 127.13
376, 774.23, 12897.48, 7931, 1026932, 154.68
377, 775.41, 12950.40, 7952, 1028239, 74.87
378, 776.69, 13003.87, 7973, 1030516, 117.14
379, 778.06, 13066.49, 7994, 1032866, 112.21
380, 779.53, 13095.06, 8015, 1035662, 138.00
381, 780.81, 13126.24, 8036, 1038008, 124.54
382, 782.19, 13165.18, 8057, 1040269, 115.37
383, 784.38, 13234.50, 8080, 1041253, 17.33
384, 784.95, 13268.56, 8101, 1041397, 1.73
385, 786.16, 13299.87, 8122, 1043929, 131.21
