Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
101, 4.8125, 238.22911882400513, 2040, 82345, 40.25
102, 4.859375, 240.8838665485382, 2060, 83133, 39.4
103, 4.90625, 242.87043642997742, 2080, 83972, 41.95
104, 4.96875, 245.24258494377136, 2100, 84804, 41.6
105, 5.0, 248.60035634040833, 2120, 85653, 42.45
106, 5.0625, 250.2125542163849, 2140, 86521, 43.4
107, 5.109375, 251.5418462753296, 2160, 87316, 39.75
108, 5.15625, 253.0165820121765, 2180, 88187, 43.55
109, 5.203125, 254.6034197807312, 2200, 89007, 41.0
110, 5.25, 256.4113802909851, 2220, 89762, 37.75
111, 5.296875, 258.584103345871, 2240, 90576, 40.7
112, 5.328125, 260.24293088912964, 2260, 91440, 43.2
113, 5.375, 262.06597089767456, 2280, 92182, 37.1
114, 5.4375, 263.9566967487335, 2300, 92985, 40.15
115, 5.46875, 265.42157912254333, 2320, 93762, 38.85
116, 5.515625, 266.9420759677887, 2340, 94636, 43.7
117, 5.546875, 270.47084951400757, 2360, 95448, 40.6
118, 5.59375, 272.31573820114136, 2380, 96296, 42.4
119, 5.625, 275.0152864456177, 2400, 97155, 42.95
120, 5.6875, 277.31044936180115, 2420, 97991, 41.8
121, 5.71875, 279.2784171104431, 2440, 98861, 43.5
122, 5.765625, 281.4555239677429, 2460, 99779, 45.9
123, 5.796875, 284.15219831466675, 2480, 100595, 40.8
124, 5.84375, 285.47004103660583, 2500, 101486, 44.55
125, 5.875, 288.17859268188477, 2520, 102269, 39.15
126, 5.90625, 290.7882330417633, 2540, 103110, 42.05
