Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
150, 149.05, 1608.03, 3191, 29507, 69.59
151, 149.91, 1617.38, 3212, 29698, 71.77
152, 150.81, 1627.86, 3233, 29897, 75.58
153, 151.67, 1635.33, 3254, 30096, 77.45
154, 152.52, 1643.36, 3275, 30293, 75.99
155, 153.47, 1654.90, 3296, 30490, 74.20
156, 154.33, 1664.58, 3317, 30690, 77.84
157, 155.16, 1673.87, 3338, 30881, 73.60
158, 155.98, 1680.22, 3359, 31060, 68.03
159, 156.77, 1688.00, 3380, 31253, 74.69
160, 157.78, 1698.83, 3401, 31429, 67.26
161, 158.56, 1708.14, 3422, 31630, 79.30
162, 159.42, 1719.38, 3443, 31808, 67.25
163, 160.33, 1730.90, 3464, 31995, 70.47
164, 161.25, 1739.44, 3485, 32201, 80.19
165, 162.25, 1753.65, 3506, 32398, 76.47
166, 163.23, 1767.44, 3527, 32606, 79.35
167, 164.03, 1779.11, 3548, 32808, 79.30
168, 164.83, 1788.27, 3569, 33009, 78.71
169, 165.61, 1797.92, 3590, 33200, 73.68
170, 166.41, 1805.64, 3611, 33394, 74.72
171, 167.22, 1814.13, 3632, 33601, 80.66
172, 168.06, 1826.35, 3653, 33788, 72.26
173, 169.05, 1839.58, 3674, 33975, 69.98
174, 170.06, 1849.63, 3695, 34162, 72.30
175, 171.11, 1860.02, 3716, 34345, 70.46
176, 171.94, 1867.41, 3737, 34562, 86.21
177, 172.70, 1878.41, 3758, 34775, 83.48
178, 173.42, 1889.08, 3779, 34961, 71.00
179, 174.36, 1898.34, 3800, 35190, 87.12
180, 175.14, 1910.29, 3821, 35380, 73.29
181, 175.88, 1919.89, 3842, 35573, 73.78
182, 176.70, 1932.25, 3863, 35746, 65.78
183, 177.62, 1945.06, 3884, 35937, 71.01
184, 178.47, 1953.26, 3905, 36129, 73.82
185, 179.31, 1964.63, 3926, 36353, 88.25
186, 180.16, 1975.59, 3947, 36528, 66.22
187, 180.97, 1987.65, 3968, 36728, 77.88
188, 181.83, 1997.66, 3989, 36933, 78.85
189, 182.62, 2006.29, 4010, 37134, 78.84
190, 183.44, 2021.76, 4031, 37336, 77.92
191, 184.39, 2034.01, 4052, 37520, 68.61
192, 185.39, 2045.02, 4073, 37707, 71.40
193, 186.19, 2052.98, 4094, 37895, 72.38
194, 187.08, 2064.26, 4115, 38106, 82.09
195, 187.92, 2071.98, 4136, 38303, 76.11
196, 188.73, 2081.75, 4157, 38499, 75.97
197, 189.52, 2094.50, 4178, 38687, 71.81
198, 190.38, 2106.42, 4199, 38877, 71.83
199, 191.12, 2115.03, 4220, 39068, 73.26
200, 191.98, 2128.79, 4241, 39281, 82.17
201, 192.92, 2139.53, 4262, 39488, 78.90
202, 193.77, 2151.00, 4283, 39680, 72.75
203, 194.62, 2161.51, 4304, 39885, 79.40
204, 195.38, 2171.68, 4325, 40081, 76.05
205, 196.11, 2180.59, 4346, 40267, 71.40
206, 197.08, 2190.23, 4367, 40469, 79.26
207, 198.16, 2202.19, 4388, 40696, 87.69
208, 199.03, 2212.63, 4409, 40898, 79.86
209, 199.94, 2224.08, 4430, 41107, 80.30
210, 201.09, 2233.62, 4451, 41283, 67.23
211, 202.34, 2244.80, 4472, 41471, 72.27
212, 203.34, 2255.03, 4493, 41663, 74.09
213, 204.20, 2267.27, 4514, 41851, 70.41
214, 205.02, 2276.93, 4535, 42043, 74.11
215, 205.86, 2287.82, 4556, 42231, 71.78
216, 206.69, 2299.31, 4577, 42443, 82.99
217, 207.52, 2311.05, 4598, 42646, 78.73
218, 208.47, 2319.57, 4619, 42829, 68.64
219, 209.30, 2330.89, 4640, 43034, 80.68
220, 210.14, 2336.89, 4661, 43214, 68.66
221, 210.97, 2348.65, 4682, 43396, 69.58
222, 211.84, 2361.10, 4703, 43597, 78.41
223, 212.66, 2372.32, 4724, 43794, 76.91
224, 213.48, 2386.66, 4745, 43977, 70.07
225, 214.36, 2398.33, 4766, 44181, 77.03
226, 215.17, 2406.93, 4787, 44374, 74.18
227, 215.97, 2417.10, 4808, 44564, 71.87
228, 216.81, 2432.54, 4829, 44763, 77.45
229, 217.69, 2447.16, 4850, 44951, 71.86
230, 218.64, 2455.95, 4871, 45158, 81.72
231, 219.41, 2465.48, 4892, 45351, 75.61
232, 220.20, 2473.81, 4913, 45536, 70.96
233, 221.12, 2485.44, 4934, 45733, 75.15
234, 221.97, 2496.62, 4955, 45948, 84.97
235, 222.83, 2511.24, 4976, 46149, 77.95
236, 223.66, 2522.25, 4997, 46350, 78.41
237, 224.52, 2531.44, 5018, 46562, 82.15
238, 225.77, 2539.20, 5039, 46779, 85.35
239, 227.14, 2549.53, 5060, 46980, 72.31
240, 228.16, 2561.81, 5081, 47181, 78.41
241, 229.20, 2573.33, 5102, 47402, 87.61
242, 230.05, 2582.98, 5123, 47584, 69.13
243, 230.95, 2590.43, 5144, 47760, 66.32
244, 231.73, 2599.73, 5165, 47945, 70.42
245, 232.73, 2609.59, 5186, 48138, 74.16
246, 233.69, 2622.59, 5207, 48343, 78.36
247, 234.64, 2634.90, 5228, 48542, 75.62
248, 235.58, 2646.88, 5249, 48740, 76.05
249, 236.58, 2656.53, 5270, 48943, 77.91
250, 237.59, 2665.73, 5291, 49134, 71.32
251, 238.67, 2679.77, 5312, 49333, 76.94
252, 239.50, 2688.58, 5333, 49514, 69.12
253, 240.47, 2700.95, 5354, 49707, 74.63
254, 241.22, 2715.83, 5375, 49887, 69.48
255, 242.05, 2724.90, 5396, 50082, 75.62
256, 242.89, 2734.05, 5417, 50273, 73.20
257, 243.83, 2741.68, 5438, 50477, 78.73
258, 244.72, 2753.87, 5459, 50662, 71.34
259, 245.61, 2765.40, 5480, 50840, 67.74
260, 246.64, 2777.07, 5501, 51053, 82.07
261, 247.81, 2791.15, 5522, 51255, 73.78
262, 248.70, 2803.77, 5543, 51437, 68.75
263, 249.58, 2817.60, 5564, 51626, 72.79
264, 250.52, 2829.03, 5585, 51834, 79.92
265, 251.77, 2840.27, 5606, 52072, 92.36
266, 252.88, 2853.77, 5627, 52274, 78.86
267, 253.69, 2864.71, 5648, 52494, 86.37
268, 254.56, 2876.15, 5669, 52679, 69.47
269, 255.50, 2883.92, 5690, 52871, 73.75
270, 256.48, 2898.05, 5711, 53073, 77.88
271, 257.59, 2909.72, 5732, 53271, 76.57
272, 258.75, 2917.12, 5753, 53475, 78.32
273, 260.05, 2925.04, 5774, 53661, 69.89
274, 261.38, 2935.95, 5795, 53875, 81.73
275, 262.52, 2946.85, 5816, 54087, 84.00
276, 263.58, 2958.02, 5837, 54297, 82.15
277, 264.58, 2969.64, 5858, 54486, 72.82
278, 265.62, 2979.96, 5879, 54688, 78.90
279, 266.81, 2990.81, 5900, 54899, 82.40
280, 267.73, 3004.21, 5921, 55097, 77.00
281, 268.70, 3016.54, 5942, 55289, 73.77
282, 269.70, 3026.47, 5963, 55481, 74.69
283, 270.73, 3035.05, 5984, 55673, 74.16
284, 272.00, 3048.22, 6005, 55859, 70.91
285, 273.06, 3061.67, 6026, 56060, 78.37
286, 274.20, 3073.34, 6047, 56254, 75.12
287, 275.16, 3081.75, 6068, 56443, 73.29
288, 276.14, 3093.46, 6089, 56626, 70.37
289, 277.22, 3101.91, 6110, 56821, 75.59
290, 278.28, 3112.80, 6131, 57023, 76.15
291, 279.25, 3123.12, 6152, 57225, 78.93
292, 280.22, 3133.90, 6173, 57409, 70.45
293, 281.14, 3145.49, 6194, 57614, 79.78
294, 282.06, 3158.98, 6215, 57798, 70.77
295, 282.95, 3175.20, 6236, 57992, 75.14
296, 284.03, 3185.72, 6257, 58196, 78.40
297, 285.27, 3197.37, 6278, 58410, 84.35
298, 286.28, 3210.49, 6299, 58608, 76.99
299, 287.22, 3218.64, 6320, 58812, 80.25
300, 288.34, 3230.33, 6341, 59008, 75.59
301, 289.34, 3243.64, 6362, 59208, 76.94
302, 290.33, 3257.42, 6383, 59389, 68.62
303, 291.25, 3266.70, 6404, 59585, 76.06
304, 292.20, 3279.25, 6425, 59763, 67.29
305, 293.34, 3289.62, 6446, 59974, 81.13
306, 294.58, 3301.75, 6467, 60180, 78.38
307, 295.41, 3314.06, 6488, 60361, 70.01
308, 296.31, 3326.35, 6509, 60548, 71.46
309, 297.30, 3339.68, 6530, 60744, 76.07
310, 298.47, 3354.05, 6551, 60955, 83.06
311, 299.56, 3365.52, 6572, 61157, 78.36
312, 300.62, 3373.56, 6593, 61335, 67.82
313, 301.95, 3384.83, 6614, 61524, 72.31
314, 303.89, 3395.66, 6635, 61704, 66.31
315, 305.50, 3408.56, 6656, 61891, 70.48
316, 306.64, 3419.71, 6677, 62075, 70.47
317, 308.03, 3432.14, 6698, 62263, 70.51
318, 309.23, 3444.42, 6719, 62448, 71.45
319, 310.39, 3456.81, 6740, 62646, 76.52
320, 311.41, 3469.38, 6761, 62841, 75.11
321, 312.47, 3483.64, 6782, 63048, 80.22
322, 313.56, 3495.29, 6803, 63244, 76.09
323, 314.80, 3506.03, 6824, 63432, 72.36
324, 316.06, 3518.48, 6845, 63644, 81.99
325, 317.17, 3525.70, 6866, 63839, 75.58
326, 318.44, 3535.60, 6887, 64025, 70.45
327, 319.42, 3546.19, 6908, 64213, 72.77
328, 320.30, 3553.44, 6929, 64405, 74.73
329, 321.17, 3565.29, 6950, 64591, 70.91
330, 322.09, 3575.35, 6971, 64786, 75.14
331, 322.97, 3588.18, 6992, 64982, 76.03
332, 324.52, 3600.67, 7013, 65154, 64.92
333, 326.23, 3613.23, 7034, 65358, 77.39
334, 327.41, 3624.29, 7055, 65558, 77.56
335, 328.70, 3633.31, 7076, 65753, 75.04
336, 329.75, 3645.79, 7097, 65937, 70.97
337, 330.94, 3654.34, 7118, 66127, 73.29
338, 332.23, 3664.56, 7139, 66319, 73.29
339, 333.81, 3681.45, 7160, 66514, 74.62
340, 334.72, 3693.78, 7181, 66718, 79.27
341, 335.64, 3705.76, 7202, 66920, 77.85
342, 336.45, 3714.57, 7223, 67104, 69.97
343, 337.36, 3725.80, 7244, 67305, 79.27
344, 338.36, 3738.34, 7265, 67491, 70.47
345, 339.36, 3749.72, 7286, 67675, 69.35
346, 340.39, 3762.54, 7307, 67868, 75.18
347, 341.50, 3772.73, 7328, 68070, 78.95
348, 342.66, 3782.12, 7349, 68262, 74.29
349, 344.16, 3795.01, 7370, 68462, 76.82
350, 345.27, 3803.44, 7391, 68664, 78.29
351, 346.30, 3814.23, 7412, 68849, 71.45
352, 347.44, 3825.44, 7433, 69049, 77.84
353, 348.61, 3836.04, 7454, 69245, 76.57
354, 349.67, 3847.60, 7475, 69439, 75.20
355, 351.31, 3858.00, 7496, 69628, 72.34
356, 353.22, 3869.50, 7517, 69839, 81.21
357, 354.17, 3878.72, 7538, 70029, 72.77
358, 355.09, 3887.04, 7559, 70218, 72.35
359, 355.89, 3894.93, 7580, 70404, 71.44
360, 357.06, 3907.65, 7601, 70601, 72.31
361, 358.06, 3915.48, 7622, 70783, 69.65
362, 358.88, 3930.64, 7643, 70969, 71.79
363, 359.81, 3936.03, 7664, 71161, 74.69
364, 360.81, 3944.90, 7685, 71336, 65.77
365, 361.66, 3953.10, 7706, 71534, 77.49
366, 362.56, 3963.49, 7727, 71721, 71.82
367, 363.81, 3973.06, 7748, 71917, 74.68
368, 365.05, 3980.99, 7769, 72119, 78.40
369, 366.19, 3990.33, 7790, 72311, 74.16
370, 367.50, 4001.25, 7811, 72504, 72.33
371, 368.72, 4012.92, 7832, 72721, 83.63
372, 370.02, 4024.13, 7853, 72905, 70.07
373, 371.05, 4034.26, 7874, 73091, 71.78
374, 372.12, 4043.84, 7895, 73287, 76.54
375, 373.23, 4052.84, 7916, 73479, 74.18
376, 374.33, 4064.08, 7937, 73674, 74.15
377, 375.41, 4075.62, 7958, 73859, 70.48
378, 376.48, 4087.52, 7979, 74046, 71.83
379, 377.52, 4098.93, 8000, 74238, 73.72
380, 378.66, 4111.98, 8021, 74416, 67.63
381, 380.08, 4122.06, 8042, 74602, 70.89
382, 381.41, 4133.07, 8063, 74790, 72.32
383, 383.22, 4146.74, 8084, 74990, 75.64
384, 384.03, 4155.60, 8105, 75172, 70.07
385, 384.88, 4164.88, 8126, 75377, 79.28
386, 385.83, 4173.74, 8147, 75570, 74.70
387, 386.61, 4183.16, 8168, 75765, 76.05
388, 387.66, 4195.21, 8189, 75968, 78.41
389, 388.78, 4206.96, 8210, 76194, 89.57
390, 389.72, 4219.19, 8231, 76383, 72.74
391, 390.67, 4228.05, 8252, 76568, 70.81
392, 391.84, 4239.42, 8273, 76756, 71.89
393, 392.77, 4251.45, 8294, 76949, 73.24
394, 393.75, 4262.24, 8315, 77139, 72.33
395, 394.77, 4270.75, 8336, 77341, 78.39
396, 395.91, 4281.80, 8357, 77543, 78.91
397, 396.83, 4292.65, 8378, 77730, 71.78
398, 397.88, 4303.15, 8399, 77925, 75.13
399, 398.75, 4314.25, 8420, 78141, 84.92
